id,customer_number,name,chain_name,segment,country,city,postal_code,street,vat_number,email_domain,phone,credit_limit,payment_terms_days,customer_discount_pct,account_manager_id,created_at,active
1836,C-11836,Aurora Sports AB,,DEPARTMENT_STORE,SE,Sundsvall,852 30,Järnvägsgatan 24,SE137488051101,aurora.sports.example,+46 70 609 05 69,10000.00,30,3.0,9,2015-05-23,true
1837,C-11837,Rakka Outfitters GmbH,,INDEPENDENT,DE,Berlin,10115,Am Markt 6,DE839375056,rakka.outfitters.example,+49 40 8156879,10000.00,30,12.0,10,2015-04-10,true
1838,C-11838,Hiker's Outfitters AS,,INDEPENDENT,NO,Kristiansand,4610,Kirkegata 79,NO330171326MVA,hikers.outfitters.example,+47 986 77 614,10000.00,30,0.0,8,2023-06-04,true
1839,C-11839,Keroshop AB,,ONLINE,SE,Örebro,702 11,Hamngatan 102,SE403077179801,keroshop.example,+46 70 335 04 37,25000.00,45,5.0,9,2021-12-21,true
1840,C-11840,Åre Guides AB,,RENTAL_OUTFITTER,SE,Åre,837 52,Norra Esplanaden 68,SE733375975001,are.guides.example,+46 70 147 94 10,5000.00,30,0.0,9,2023-10-11,true
1841,C-11841,Karlstad Adventure AB,,INDEPENDENT,SE,Karlstad,652 24,Storgatan 32,SE600935282901,karlstad.adventure.example,+46 70 697 70 17,5000.00,30,12.0,8,2015-06-29,true
1842,C-11842,Ruska Sports AB,,INDEPENDENT,SE,Stockholm,111 20,Norra Esplanaden 14,SE936715161701,ruska.sports.example,+46 70 178 40 84,25000.00,30,0.0,8,2020-03-08,true
1843,C-11843,Oslo Outdoor AS,,INDEPENDENT,NO,Oslo,0150,Torggata 12,NO494222336MVA,oslo.outdoor.example,+47 937 28 395,60000.00,30,2.0,8,2024-11-20,false
1844,C-11844,Kaira Camping AS,,INDEPENDENT,NO,Hamar,2317,Torggata 25,NO631572101MVA,kaira.camping.example,+47 991 08 423,15000.00,30,0.0,8,2020-08-05,true
1845,C-11845,Kalottistore Oy,,ONLINE,FI,Helsinki,00100,Teollisuustie 76,FI97460379,kalottistore.example,+358 40 966 8719,25000.00,45,0.0,10,2022-03-03,true
1846,C-11846,Selkästore Oy,,ONLINE,FI,Kittilä,99100,Yliopistonkatu 34,FI81313040,selkastore.example,+358 40 233 1317,60000.00,30,7.5,10,2017-08-28,true
1847,C-11847,Joensuu Turutstyr Oy,,INDEPENDENT,FI,Joensuu,80100,Yliopistonkatu 99,FI06919272,joensuu.turutstyr.example,+358 40 121 1740,10000.00,30,7.5,8,2024-09-16,true
1848,C-11848,Skogshop AS,,ONLINE,NO,Kristiansand,4610,Skoleveien 87,NO548438452MVA,skogshop.example,+47 980 44 380,40000.00,45,5.0,8,2024-03-08,true
1849,C-11849,Vaara Retki AB,,INDEPENDENT,SE,Göteborg,411 04,Hamngatan 14,SE406170325101,vaara.retki.example,+46 70 853 25 83,40000.00,30,0.0,10,2023-09-14,true
1850,C-11850,Drammen Fritid AS,,INDEPENDENT,NO,Drammen,3015,Havnegata 5,NO762600488MVA,drammen.fritid.example,+47 964 84 033,5000.00,45,5.0,10,2024-02-15,true
1851,C-11851,Trail Outfitters Oy,,INDEPENDENT,FI,Joensuu,80100,Rantatie 46,FI02220132,trail.outfitters.example,+358 40 209 7074,100000.00,30,10.0,10,2019-02-10,true
1852,C-11852,Kero24 AS,,ONLINE,NO,Drammen,3015,Fjellveien 21,NO143718637MVA,kero24.example,+47 935 13 986,100000.00,30,7.5,10,2019-10-10,true
1853,C-11853,Trondheim Urheilu AS,,INDEPENDENT,NO,Trondheim,7010,Industriveien 79,NO329278671MVA,trondheim.urheilu.example,+47 966 10 234,15000.00,30,10.0,9,2017-11-14,true
1854,C-11854,Tromsø Fritid AS,,INDEPENDENT,NO,Tromsø,9008,Havnegata 46,NO754033409MVA,tromso.fritid.example,+47 965 46 421,40000.00,14,5.0,10,2021-03-31,true
1855,C-11855,Bergen Trekking AS,,INDEPENDENT,NO,Bergen,5003,Havnegata 120,NO972426717MVA,bergen.trekking.example,+47 988 22 563,10000.00,30,0.0,10,2020-03-21,true
1856,C-11856,Fjord Urheilu ApS,,INDEPENDENT,DK,Aalborg,9000,Industrivej 92,DK91400127,fjord.urheilu.example,+45 98 29 74 23,60000.00,14,5.0,9,2023-09-27,true
1857,C-11857,Poulsen Sport ApS,,INDEPENDENT,DK,Copenhagen,1050,Havnevej 17,DK27042629,poulsen.sport.example,+45 91 01 74 04,15000.00,60,0.0,9,2022-05-12,true
1858,C-11858,Kero Outfitters GmbH,,INDEPENDENT,DE,Munich,80331,Bahnhofstraße 108,DE179219632,kero.outfitters.example,+49 40 4984336,5000.00,45,0.0,8,2022-09-18,true
1859,C-11859,Tampere Turutstyr Oy,,INDEPENDENT,FI,Tampere,33100,Puistokatu 112,FI06818773,tampere.turutstyr.example,+358 40 218 8708,5000.00,30,3.0,8,2023-07-02,true
1860,C-11860,Basecamp24 AS,,ONLINE,NO,Hamar,2317,Industriveien 90,NO422852004MVA,basecamp24.example,+47 920 32 093,15000.00,14,0.0,10,2015-12-11,true
1861,C-11861,Göteborg Turutstyr AB,,DEPARTMENT_STORE,SE,Göteborg,411 04,Industrivägen 26,SE074833166401,goteborg.turutstyr.example,+46 70 503 26 71,25000.00,30,5.0,10,2023-04-03,true
1862,C-11862,Vaara Fritid AS,,INDEPENDENT,NO,Lillehammer,2609,Torggata 64,NO828500432MVA,vaara.fritid.example,+47 931 62 975,10000.00,30,0.0,10,2024-09-18,true
1863,C-11863,Loiste Turutstyr Oy,,INDEPENDENT,FI,Joensuu,80100,Asemakatu 5,FI38853144,loiste.turutstyr.example,+358 40 957 4037,15000.00,60,0.0,8,2022-06-27,true
1864,C-11864,Kristiansand Friluft AS,,INDEPENDENT,NO,Kristiansand,4610,Torggata 32,NO030727453MVA,kristiansand.friluft.example,+47 963 51 609,40000.00,45,2.0,8,2026-02-03,true
1865,C-11865,Kero Sport & Fritid ApS,,INDEPENDENT,DK,Roskilde,4000,Havnevej 78,DK06453625,kero.sport.fritid.example,+45 71 06 32 63,40000.00,30,12.0,8,2023-01-03,true
1866,C-11866,Aurora Sport & Fritid GmbH,,INDEPENDENT,DE,Kiel,24103,Hafenstraße 15,DE101517695,aurora.sport.fritid.example,+49 40 1755903,100000.00,45,3.0,10,2016-05-15,true
1867,C-11867,Åre Scouts,,CLUB_OR_SCHOOL,SE,Åre,837 52,Järnvägsgatan 104,SE696871661101,are.scouts.example,+46 70 772 39 65,15000.00,30,0.0,8,2020-09-01,true
1868,C-11868,Alta Sports AS,,INDEPENDENT,NO,Alta,9510,Torggata 84,NO915787041MVA,alta.sports.example,+47 993 55 184,60000.00,30,0.0,9,2023-05-14,true
1869,C-11869,Loistestore AB,,ONLINE,SE,Örebro,702 11,Kungsgatan 65,SE476467389301,loistestore.example,+46 70 733 31 09,40000.00,45,0.0,8,2023-12-14,true
1870,C-11870,Kaamos Trekking ApS,,INDEPENDENT,DK,Aarhus,8000,Hovedgaden 41,DK19180702,kaamos.trekking.example,+45 47 06 92 90,40000.00,60,3.0,9,2018-05-22,true
1871,C-11871,Örebro Alpine Club,,CLUB_OR_SCHOOL,SE,Örebro,702 11,Industrivägen 104,SE256630192801,orebro.alpine.club.example,+46 70 159 66 04,40000.00,45,7.5,10,2015-07-25,true
1872,C-11872,Loiste Outfitters AB,,INDEPENDENT,SE,Göteborg,411 04,Storgatan 2,SE285244422101,loiste.outfitters.example,+46 70 910 29 75,100000.00,30,0.0,8,2021-02-02,true
1873,C-11873,Roskilde Fritid ApS,,INDEPENDENT,DK,Roskilde,4000,Hovedgaden 89,DK51809909,roskilde.fritid.example,+45 11 75 23 50,5000.00,45,5.0,10,2022-11-03,true
1874,C-11874,Umeå Retki AB,,INDEPENDENT,SE,Umeå,903 26,Norra Esplanaden 62,SE880196930701,umea.retki.example,+46 70 907 65 22,15000.00,30,0.0,10,2026-06-30,true
1875,C-11875,Kaamos Turutstyr AB,,INDEPENDENT,SE,Örebro,702 11,Norra Esplanaden 26,SE454280947501,kaamos.turutstyr.example,+46 70 878 20 34,10000.00,30,0.0,8,2017-07-21,true
1876,C-11876,Kokkola Sport Oy,,DEPARTMENT_STORE,FI,Kokkola,67100,Puistokatu 15,FI11529346,kokkola.sport.example,+358 40 380 9039,10000.00,45,7.5,9,2015-08-10,true
1877,C-11877,Skog Urheilu Oy,,INDEPENDENT,FI,Jyväskylä,40100,Asemakatu 117,FI94685424,skog.urheilu.example,+358 40 491 3262,10000.00,60,0.0,10,2017-10-29,true
1878,C-11878,Rakka Camping ApS,,INDEPENDENT,DK,Esbjerg,6700,Østergade 41,DK42763637,rakka.camping.example,+45 33 90 17 32,10000.00,14,5.0,10,2015-07-21,true
1879,C-11879,Tromsø Sport & Fritid AS,,DEPARTMENT_STORE,NO,Tromsø,9008,Storgata 14,NO575866739MVA,tromso.sport.fritid.example,+47 943 40 331,60000.00,14,5.0,9,2023-03-30,true
1880,C-11880,Tartu Adventure OÜ,,INDEPENDENT,EE,Tartu,51003,Tartu mnt 117,EE036131352,tartu.adventure.example,+372 5624 4495,100000.00,30,0.0,9,2021-04-15,true
1881,C-11881,Vinter Camping AB,,INDEPENDENT,SE,Malmö,211 20,Skolgatan 46,SE634683739501,vinter.camping.example,+46 70 915 77 87,40000.00,14,7.5,9,2026-06-17,true
1882,C-11882,Erä Urheilu ApS,,INDEPENDENT,DK,Esbjerg,6700,Østergade 40,DK22035827,era.urheilu.example,+45 91 68 43 96,5000.00,30,5.0,8,2015-03-12,true
1883,C-11883,Suvantogear ApS,,ONLINE,DK,Esbjerg,6700,Industrivej 12,DK92664117,suvantogear.example,+45 50 83 38 17,15000.00,45,2.0,8,2020-04-16,true
1884,C-11884,Tampere Alpine Club,,CLUB_OR_SCHOOL,FI,Tampere,33100,Yliopistonkatu 114,FI15197901,tampere.alpine.club.example,+358 40 463 1829,5000.00,30,10.0,9,2019-08-01,true
1885,C-11885,Bergström Urheilu AB,,INDEPENDENT,SE,Örebro,702 11,Hamngatan 35,SE761568811701,bergstrom.urheilu.example,+46 70 335 08 37,25000.00,60,5.0,9,2017-01-11,true
1886,C-11886,Tromsø Scouts,,CLUB_OR_SCHOOL,NO,Tromsø,9008,Torggata 69,NO041342737MVA,tromso.scouts.example,+47 946 41 699,15000.00,30,7.5,8,2016-06-20,true
1887,C-11887,Svensson Friluft AB,,DEPARTMENT_STORE,SE,Karlstad,652 24,Storgatan 51,SE793329578501,svensson.friluft.example,+46 70 033 43 01,5000.00,30,0.0,9,2018-07-27,true
1888,C-11888,Malmö Alpine Club,,CLUB_OR_SCHOOL,SE,Malmö,211 20,Skolgatan 96,SE795443912401,malmo.alpine.club.example,+46 70 039 91 23,40000.00,60,3.0,10,2018-07-26,true
1889,C-11889,Erä Sport & Fritid AB,,INDEPENDENT,SE,Göteborg,411 04,Hamngatan 88,SE294177213701,era.sport.fritid.example,+46 70 831 59 68,25000.00,14,0.0,9,2016-03-17,true
1890,C-11890,Compass Outdoor Oy,,INDEPENDENT,FI,Kuopio,70100,Mannerheimintie 38,FI85853687,compass.outdoor.example,+358 40 012 6677,5000.00,45,0.0,9,2019-01-29,false
1891,C-11891,Loiste24 Oy,,ONLINE,FI,Seinäjoki,60100,Hämeenkatu 32,FI26275461,loiste24.example,+358 40 875 8763,15000.00,30,0.0,8,2021-08-28,true
1892,C-11892,Kayak Outfitters ApS,,INDEPENDENT,DK,Esbjerg,6700,Havnevej 117,DK10976521,kayak.outfitters.example,+45 79 59 41 22,25000.00,45,3.0,8,2026-07-31,true
1893,C-11893,Gävle Urheilu AB,,DEPARTMENT_STORE,SE,Gävle,803 20,Industrivägen 38,SE401594477901,gavle.urheilu.example,+46 70 516 36 88,100000.00,30,2.0,9,2022-05-12,true
1894,C-11894,Compass24 AS,,ONLINE,NO,Bodø,8006,Havnegata 112,NO119658479MVA,compass24.example,+47 930 80 030,25000.00,45,12.0,10,2024-02-22,true
1895,C-11895,Selkä Adventure AB,,DEPARTMENT_STORE,SE,Falun,791 71,Skolgatan 19,SE395636155401,selka.adventure.example,+46 70 020 05 74,5000.00,30,0.0,9,2025-08-30,true
1896,C-11896,Kayak Camping AS,,INDEPENDENT,NO,Alta,9510,Torggata 11,NO372142193MVA,kayak.camping.example,+47 996 19 950,15000.00,30,5.0,10,2016-07-26,true
1897,C-11897,Falun Adventure AB,,INDEPENDENT,SE,Falun,791 71,Industrivägen 115,SE463535904301,falun.adventure.example,+46 70 561 53 11,100000.00,45,0.0,8,2020-12-30,true
1898,C-11898,Nietos Trekking AB,,INDEPENDENT,SE,Karlstad,652 24,Kungsgatan 51,SE394965657301,nietos.trekking.example,+46 70 712 59 50,15000.00,30,0.0,10,2026-07-24,true
1899,C-11899,Lakegear Oy,,ONLINE,FI,Hämeenlinna,13100,Teollisuustie 58,FI36439291,lakegear.example,+358 40 354 5217,60000.00,30,10.0,8,2023-04-16,true
1900,C-11900,Erä Camping Oy,,INDEPENDENT,FI,Vaasa,65100,Mannerheimintie 58,FI10343054,era.camping.example,+358 40 642 5746,15000.00,30,0.0,9,2026-05-31,true
1901,C-11901,Kristiansand Alpine Club,,CLUB_OR_SCHOOL,NO,Kristiansand,4610,Torggata 48,NO185428040MVA,kristiansand.alpine.club.example,+47 980 27 621,5000.00,60,3.0,10,2025-10-27,true
1902,C-11902,Aurora Urheilu AB,,INDEPENDENT,SE,Karlstad,652 24,Hamngatan 7,SE360420929101,aurora.urheilu.example,+46 70 586 00 40,60000.00,45,0.0,9,2018-09-26,true
1903,C-11903,Hamburg Alpine Club,,CLUB_OR_SCHOOL,DE,Hamburg,20095,Bergweg 83,DE432789926,hamburg.alpine.club.example,+49 40 7615015,100000.00,45,7.5,9,2018-12-31,true
1904,C-11904,Bodø Adventure AS,,INDEPENDENT,NO,Bodø,8006,Industriveien 58,NO424806022MVA,bodo.adventure.example,+47 950 13 530,100000.00,30,7.5,8,2024-03-02,true
1905,C-11905,Bodø Friluft AS,,INDEPENDENT,NO,Bodø,8006,Industriveien 110,NO121657776MVA,bodo.friluft.example,+47 962 50 813,10000.00,30,0.0,8,2022-01-30,true
1906,C-11906,Metsä Urheilu AS,,INDEPENDENT,NO,Bodø,8006,Havnegata 112,NO383203660MVA,metsa.urheilu.example,+47 983 87 198,25000.00,30,7.5,9,2018-05-05,true
1907,C-11907,Nygaard Urheilu AS,,INDEPENDENT,NO,Lillehammer,2609,Havnegata 111,NO745511744MVA,nygaard.urheilu.example,+47 930 69 793,5000.00,30,10.0,9,2020-08-23,true
1908,C-11908,Metsä Trekking Oy,,INDEPENDENT,FI,Lahti,15100,Mannerheimintie 76,FI65550566,metsa.trekking.example,+358 40 666 6669,40000.00,60,10.0,10,2023-01-11,true
1909,C-11909,Lake Fritid ApS,,INDEPENDENT,DK,Roskilde,4000,Industrivej 56,DK50953125,lake.fritid.example,+45 71 44 87 53,25000.00,14,10.0,10,2025-02-02,true
1910,C-11910,Fjord Urheilu Oy,,DEPARTMENT_STORE,FI,Hämeenlinna,13100,Asemakatu 46,FI75049897,fjord.urheilu.example,+358 40 281 5067,60000.00,14,10.0,8,2026-06-27,true
1911,C-11911,Gävle Outfitters AB,,INDEPENDENT,SE,Gävle,803 20,Skolgatan 35,SE636517357001,gavle.outfitters.example,+46 70 236 56 26,100000.00,14,12.0,8,2025-06-21,true
1912,C-11912,Sundsvall Rental AB,,RENTAL_OUTFITTER,SE,Sundsvall,852 30,Hamngatan 25,SE402689100001,sundsvall.rental.example,+46 70 079 31 63,40000.00,14,0.0,8,2025-08-26,true
1913,C-11913,Metsästore Oy,,ONLINE,FI,Helsinki,00100,Asemakatu 4,FI64098640,metsastore.example,+358 40 974 0171,40000.00,60,5.0,8,2018-05-06,true
1914,C-11914,Ridge Sports AB,,INDEPENDENT,SE,Sundsvall,852 30,Storgatan 116,SE223211926001,ridge.sports.example,+46 70 587 91 36,40000.00,45,10.0,9,2015-12-24,true
1915,C-11915,Nietos Outdoor AB,,INDEPENDENT,SE,Göteborg,411 04,Industrivägen 94,SE493062675001,nietos.outdoor.example,+46 70 060 74 55,100000.00,30,2.0,10,2026-06-11,true
1916,C-11916,Kalotti24 AS,,ONLINE,NO,Oslo,0150,Storgata 61,NO317232447MVA,kalotti24.example,+47 958 84 871,5000.00,45,0.0,9,2021-05-31,true
1917,C-11917,Örebro Sport & Fritid AB,,DEPARTMENT_STORE,SE,Örebro,702 11,Skolgatan 58,SE405973311201,orebro.sport.fritid.example,+46 70 508 66 07,15000.00,60,10.0,10,2020-05-19,true
1918,C-11918,Kalotti Urheilu AS,,INDEPENDENT,NO,Stavanger,4006,Havnegata 94,NO102969121MVA,kalotti.urheilu.example,+47 979 20 330,100000.00,45,7.5,9,2021-06-26,true
1919,C-11919,Ridgegear Oy,,ONLINE,FI,Joensuu,80100,Kauppakatu 28,FI82337105,ridgegear.example,+358 40 082 3274,25000.00,60,0.0,10,2016-01-27,true
1920,C-11920,Jyväskylä Fritid Oy,,INDEPENDENT,FI,Jyväskylä,40100,Rantatie 50,FI00863204,jyvaskyla.fritid.example,+358 40 363 4352,60000.00,30,7.5,9,2020-04-23,true
1921,C-11921,Kristiansand Hiking Association,,CLUB_OR_SCHOOL,NO,Kristiansand,4610,Havnegata 71,NO335749929MVA,kristiansand.hiking.association.example,+47 907 76 049,40000.00,30,2.0,9,2019-11-27,true
1922,C-11922,Göteborg Camping AB,,INDEPENDENT,SE,Göteborg,411 04,Drottninggatan 47,SE440544970201,goteborg.camping.example,+46 70 267 02 77,60000.00,45,0.0,10,2021-01-09,true
1923,C-11923,Sundsvall Trekking AB,,INDEPENDENT,SE,Sundsvall,852 30,Kungsgatan 80,SE111961864001,sundsvall.trekking.example,+46 70 674 43 27,40000.00,60,10.0,9,2024-02-16,true
1924,C-11924,Odense Sport ApS,,INDEPENDENT,DK,Odense,5000,Østergade 70,DK52529616,odense.sport.example,+45 43 06 29 01,25000.00,30,3.0,10,2019-04-14,true
1925,C-11925,Metsä24 ApS,,ONLINE,DK,Copenhagen,1050,Østergade 86,DK30500407,metsa24.example,+45 80 60 38 67,10000.00,30,10.0,10,2026-03-04,true
1926,C-11926,Rovaniemi Retki Oy,,INDEPENDENT,FI,Rovaniemi,96100,Rantatie 109,FI16251846,rovaniemi.retki.example,+358 40 251 2502,5000.00,30,3.0,9,2021-12-19,true
1927,C-11927,Berlin Alpine Club,,CLUB_OR_SCHOOL,DE,Berlin,10115,Hafenstraße 55,DE806732592,berlin.alpine.club.example,+49 40 8925353,10000.00,60,3.0,8,2025-09-10,true
1928,C-11928,Aurora Sport AS,,INDEPENDENT,NO,Tromsø,9008,Fjellveien 119,NO407757279MVA,aurora.sport.example,+47 992 35 142,15000.00,30,5.0,9,2018-05-29,true
1929,C-11929,Vaarashop AB,,ONLINE,SE,Åre,837 52,Kungsgatan 92,SE175231059201,vaarashop.example,+46 70 147 43 96,10000.00,60,3.0,9,2018-08-09,true
1930,C-11930,Bergen Camping AS,,INDEPENDENT,NO,Bergen,5003,Strandveien 4,NO916517943MVA,bergen.camping.example,+47 955 19 505,15000.00,14,5.0,9,2017-07-23,true
1931,C-11931,Tampere Guides Oy,,RENTAL_OUTFITTER,FI,Tampere,33100,Yliopistonkatu 46,FI92078498,tampere.guides.example,+358 40 319 2317,60000.00,30,5.0,10,2016-03-13,true
1932,C-11932,Trail Camping AB,,INDEPENDENT,SE,Göteborg,411 04,Järnvägsgatan 20,SE817866389401,trail.camping.example,+46 70 402 37 26,40000.00,60,5.0,8,2020-08-03,true
1933,C-11933,Lakestore AB,,ONLINE,SE,Kiruna,981 31,Fjällvägen 57,SE092133688201,lakestore.example,+46 70 289 39 38,5000.00,30,0.0,9,2024-06-24,true
1934,C-11934,Hiker's Fritid ApS,,INDEPENDENT,DK,Aalborg,9000,Skolevej 49,DK75226672,hikers.fritid.example,+45 38 13 96 66,10000.00,45,10.0,9,2017-04-16,true
1935,C-11935,Kokkola Outfitters Oy,,INDEPENDENT,FI,Kokkola,67100,Teollisuustie 56,FI14005983,kokkola.outfitters.example,+358 40 522 6682,25000.00,30,5.0,9,2022-07-17,true
1936,C-11936,Fjord Sport & Fritid AB,,INDEPENDENT,SE,Uppsala,753 10,Järnvägsgatan 111,SE912781217601,fjord.sport.fritid.example,+46 70 114 21 48,5000.00,30,2.0,8,2018-11-03,true
1937,C-11937,Vinterstore Oy,,ONLINE,FI,Kuusamo,93600,Keskuskatu 44,FI87122754,vinterstore.example,+358 40 042 2029,100000.00,45,7.5,9,2017-11-29,true
1938,C-11938,Suvanto Friluft AB,,INDEPENDENT,SE,Göteborg,411 04,Norra Esplanaden 101,SE914064185701,suvanto.friluft.example,+46 70 455 64 10,40000.00,45,2.0,10,2026-05-05,true
1939,C-11939,Aapashop GmbH,,ONLINE,DE,Berlin,10115,Hauptstraße 89,DE851733817,aapashop.example,+49 40 3196805,100000.00,45,5.0,10,2024-05-22,true
1940,C-11940,Suvanto Camping AS,,INDEPENDENT,NO,Kristiansand,4610,Torggata 118,NO112318934MVA,suvanto.camping.example,+47 903 42 160,10000.00,30,0.0,8,2022-08-24,true
1941,C-11941,Lake Retki AS,,INDEPENDENT,NO,Trondheim,7010,Storgata 27,NO480130629MVA,lake.retki.example,+47 958 04 006,25000.00,14,10.0,8,2021-05-29,true
1942,C-11942,Hamar Outfitters AS,,INDEPENDENT,NO,Hamar,2317,Kirkegata 118,NO619312631MVA,hamar.outfitters.example,+47 942 83 123,5000.00,30,7.5,9,2022-08-23,true
1943,C-11943,Göteborg Rental AB,,RENTAL_OUTFITTER,SE,Göteborg,411 04,Järnvägsgatan 86,SE580446098401,goteborg.rental.example,+46 70 959 35 53,5000.00,30,0.0,10,2017-08-08,true
1944,C-11944,Esbjerg Scouts,,CLUB_OR_SCHOOL,DK,Esbjerg,6700,Hovedgaden 42,DK13458297,esbjerg.scouts.example,+45 39 30 40 08,10000.00,30,0.0,8,2026-05-16,true
1945,C-11945,Fjord Retki AS,,DEPARTMENT_STORE,NO,Alta,9510,Industriveien 41,NO089500762MVA,fjord.retki.example,+47 918 58 745,25000.00,30,10.0,9,2021-08-19,true
1946,C-11946,Ruska Sport & Fritid ApS,,INDEPENDENT,DK,Roskilde,4000,Østergade 27,DK26161888,ruska.sport.fritid.example,+45 70 05 70 51,25000.00,30,3.0,9,2017-07-02,true
1947,C-11947,Aho Friluft Oy,,INDEPENDENT,FI,Helsinki,00100,Keskuskatu 92,FI03948925,aho.friluft.example,+358 40 112 9040,15000.00,30,3.0,9,2026-06-18,true
1948,C-11948,Keroshop AS,,ONLINE,NO,Kristiansand,4610,Storgata 63,NO995328706MVA,keroshop.example,+47 912 01 166,100000.00,14,7.5,10,2016-03-18,true
1949,C-11949,Oulu Trekking Oy,,INDEPENDENT,FI,Oulu,90100,Yliopistonkatu 38,FI60575931,oulu.trekking.example,+358 40 805 8393,60000.00,30,0.0,10,2024-06-10,true
1950,C-11950,Vaara Outdoor AS,,INDEPENDENT,NO,Bodø,8006,Torggata 31,NO432457276MVA,vaara.outdoor.example,+47 943 54 921,60000.00,30,5.0,8,2021-08-22,true
1951,C-11951,Kayakstore Oy,,ONLINE,FI,Kuusamo,93600,Rantatie 87,FI79418911,kayakstore.example,+358 40 813 3386,10000.00,14,3.0,9,2016-10-06,true
1952,C-11952,Skog Urheilu AS,,DEPARTMENT_STORE,NO,Lillehammer,2609,Havnegata 63,NO557637319MVA,skog.urheilu.example,+47 965 60 597,10000.00,14,5.0,9,2025-11-03,true
1953,C-11953,Kayak Sport & Fritid Oy,,INDEPENDENT,FI,Jyväskylä,40100,Puistokatu 109,FI97763384,kayak.sport.fritid.example,+358 40 574 3103,10000.00,30,3.0,10,2023-03-15,true
1954,C-11954,Selkä Sports AS,,INDEPENDENT,NO,Kristiansand,4610,Fjellveien 42,NO725100423MVA,selka.sports.example,+47 973 83 327,40000.00,60,0.0,10,2019-12-25,true
1955,C-11955,Vaara Sport & Fritid AB,,INDEPENDENT,SE,Kiruna,981 31,Norra Esplanaden 107,SE199247916501,vaara.sport.fritid.example,+46 70 892 15 71,100000.00,45,0.0,8,2023-08-01,true
1956,C-11956,Karlstad Outdoor School,,CLUB_OR_SCHOOL,SE,Karlstad,652 24,Hamngatan 30,SE227251621401,karlstad.outdoor.school.example,+46 70 065 07 66,40000.00,45,12.0,10,2024-08-12,true
1957,C-11957,Roskilde Sport & Fritid ApS,,INDEPENDENT,DK,Roskilde,4000,Havnevej 101,DK45947370,roskilde.sport.fritid.example,+45 24 34 81 22,40000.00,14,10.0,10,2024-02-11,true
1958,C-11958,Nietosstore Oy,,ONLINE,FI,Kuopio,70100,Rantatie 84,FI55955157,nietosstore.example,+358 40 299 7974,60000.00,14,5.0,9,2017-08-17,true
1959,C-11959,Gävle Trekking AB,,INDEPENDENT,SE,Gävle,803 20,Järnvägsgatan 94,SE632661648201,gavle.trekking.example,+46 70 410 24 95,5000.00,45,0.0,9,2026-01-12,true
1960,C-11960,Kayak Outdoor Oy,,INDEPENDENT,FI,Kokkola,67100,Keskuskatu 41,FI86383941,kayak.outdoor.example,+358 40 780 7905,100000.00,30,0.0,8,2024-07-05,true
1961,C-11961,Kayak Sports Oy,,DEPARTMENT_STORE,FI,Turku,20100,Rantatie 76,FI99973101,kayak.sports.example,+358 40 586 8877,100000.00,14,2.0,9,2025-11-23,true
1962,C-11962,Lake Outdoor AS,,INDEPENDENT,NO,Bergen,5003,Skoleveien 116,NO034135313MVA,lake.outdoor.example,+47 901 77 886,40000.00,45,3.0,8,2018-01-24,true
1963,C-11963,Selkä Friluft ApS,,INDEPENDENT,DK,Aarhus,8000,Skolevej 107,DK28657712,selka.friluft.example,+45 09 08 23 83,100000.00,45,0.0,9,2021-10-02,true
1964,C-11964,Esbjerg Rental ApS,,RENTAL_OUTFITTER,DK,Esbjerg,6700,Nørregade 113,DK76225666,esbjerg.rental.example,+45 96 57 48 04,25000.00,60,5.0,10,2016-02-19,true
1965,C-11965,Vidde24 Oy,,ONLINE,FI,Oulu,90100,Keskuskatu 75,FI42208894,vidde24.example,+358 40 940 5867,60000.00,60,12.0,9,2022-05-10,true
1966,C-11966,Kayak Trekking ApS,,INDEPENDENT,DK,Esbjerg,6700,Nørregade 71,DK72727698,kayak.trekking.example,+45 81 35 53 77,60000.00,60,10.0,10,2018-07-14,true
1967,C-11967,Pärnu Adventures OÜ,,RENTAL_OUTFITTER,EE,Pärnu,80010,Sadama tn 91,EE741519306,parnu.adventures.example,+372 5110 6386,40000.00,60,0.0,10,2019-02-01,true
1968,C-11968,Arcticshop GmbH,,ONLINE,DE,Munich,80331,Am Markt 7,DE090339206,arcticshop.example,+49 40 1540233,10000.00,14,12.0,8,2024-01-22,true
1969,C-11969,Vaara Urheilu Oy,,DEPARTMENT_STORE,FI,Kuusamo,93600,Rantatie 60,FI35153145,vaara.urheilu.example,+358 40 527 0308,60000.00,45,0.0,9,2018-05-12,true
1970,C-11970,Gävle Hiking Association,,CLUB_OR_SCHOOL,SE,Gävle,803 20,Järnvägsgatan 28,SE763347605501,gavle.hiking.association.example,+46 70 710 02 51,25000.00,60,0.0,8,2025-03-07,true
1971,C-11971,Berg Friluft AS,,INDEPENDENT,NO,Bergen,5003,Industriveien 54,NO264813520MVA,berg.friluft.example,+47 924 03 335,100000.00,30,5.0,10,2018-12-26,true
1972,C-11972,Vaaragear ApS,,ONLINE,DK,Aalborg,9000,Østergade 32,DK06025020,vaaragear.example,+45 83 70 65 38,25000.00,45,7.5,10,2024-06-21,true
1973,C-11973,Tartu Rental OÜ,,RENTAL_OUTFITTER,EE,Tartu,51003,Kooli tn 97,EE289213216,tartu.rental.example,+372 5500 4449,25000.00,14,5.0,8,2026-06-09,true
