id,product_id,list_price,currency,valid_from,valid_to,reason,created_by,created_at
10185,2327,12.48,EUR,2024-07-01,2024-12-31,Supplier increase,6,2024-06-14 16:59:00
10186,2327,11.86,EUR,2025-01-01,2025-06-30,Clearance,6,2024-12-10 16:01:00
10187,2327,12.33,EUR,2025-07-01,2026-06-30,Currency adjustment,7,2025-06-02 09:17:00
10188,2327,13.07,EUR,2026-07-01,,Cost update,7,2026-06-05 13:07:00
10189,2328,12.62,EUR,2021-03-06,2021-06-30,Initial listing,6,2021-02-14 13:30:00
10190,2328,13.25,EUR,2021-07-01,2022-06-30,Range repositioning,7,2021-06-28 12:40:00
10191,2328,14.04,EUR,2022-07-01,2023-12-31,Cost update,6,2022-06-28 09:44:00
10192,2328,13.34,EUR,2024-01-01,2024-06-30,Clearance,7,2023-12-06 10:31:00
10193,2328,14.01,EUR,2024-07-01,2025-12-31,Annual price update,6,2024-06-14 09:25:00
10194,2328,13.31,EUR,2026-01-01,,Clearance,6,2025-12-14 08:45:00
10195,2329,13.59,EUR,2020-10-31,2020-12-31,Initial listing,6,2020-10-26 09:04:00
10196,2329,12.91,EUR,2021-01-01,2021-06-30,Clearance,7,2020-12-05 14:34:00
10197,2329,13.17,EUR,2021-07-01,2021-12-31,Annual price update,6,2021-06-02 13:33:00
10198,2329,13.83,EUR,2022-01-01,2025-06-30,Cost update,7,2021-12-24 16:47:00
10199,2329,13.42,EUR,2025-07-01,2025-12-31,Competitive adjustment,6,2025-06-01 12:00:00
10200,2329,12.75,EUR,2026-01-01,2026-06-30,Clearance,6,2025-12-22 10:59:00
10201,2329,13.20,EUR,2026-07-01,,Cost update,6,2026-06-21 11:52:00
10202,2330,2.07,EUR,2022-11-22,2023-06-30,Initial listing,6,2022-10-26 14:20:00
10203,2330,2.12,EUR,2023-07-01,2023-12-31,Cost update,7,2023-06-15 15:00:00
10204,2330,2.01,EUR,2024-01-01,2024-12-31,Competitive adjustment,7,2023-12-12 15:40:00
10205,2330,2.13,EUR,2025-01-01,2025-06-30,Annual price update,6,2024-12-14 08:45:00
10206,2330,2.07,EUR,2025-07-01,2025-12-31,Clearance,7,2025-06-17 16:37:00
10207,2330,1.97,EUR,2026-01-01,2026-06-30,Clearance,6,2025-12-10 11:56:00
10208,2330,2.01,EUR,2026-07-01,,Cost update,6,2026-06-27 08:15:00
10209,2331,11.23,EUR,2024-03-14,2024-12-31,Initial listing,6,2024-02-20 13:12:00
10210,2331,11.51,EUR,2025-01-01,2025-12-31,Supplier increase,6,2024-12-18 09:02:00
10211,2331,10.93,EUR,2026-01-01,2026-06-30,Clearance,7,2025-12-16 16:35:00
10212,2331,11.20,EUR,2026-07-01,,Range repositioning,7,2026-06-22 13:34:00
10213,2332,6.23,EUR,2024-12-04,2025-06-30,Initial listing,6,2024-11-14 08:27:00
10214,2332,6.48,EUR,2025-07-01,,Cost update,7,2025-06-05 15:43:00
10215,2333,6.33,EUR,2026-04-22,,Initial listing,6,2026-04-06 15:22:00
10216,2334,11.06,EUR,2026-01-13,,Initial listing,6,2026-01-05 08:58:00
10217,2335,10.35,EUR,2022-12-06,2023-12-31,Initial listing,6,2022-11-20 13:50:00
10218,2335,10.97,EUR,2024-01-01,2024-12-31,Currency adjustment,7,2023-12-24 10:01:00
10219,2335,11.24,EUR,2025-01-01,2025-06-30,Currency adjustment,6,2024-12-28 13:57:00
10220,2335,11.63,EUR,2025-07-01,,Currency adjustment,6,2025-06-15 11:57:00
10221,2336,10.93,EUR,2025-05-31,2025-06-30,Initial listing,7,2025-05-26 12:32:00
10222,2336,10.60,EUR,2025-07-01,,Clearance,6,2025-06-23 09:22:00
10223,2337,10.59,EUR,2021-12-03,2021-12-31,Initial listing,7,2021-11-11 14:38:00
10224,2337,10.85,EUR,2022-01-01,2025-06-30,Range repositioning,7,2021-12-09 14:51:00
10225,2337,11.28,EUR,2025-07-01,,Currency adjustment,6,2025-06-15 13:03:00
10226,2338,10.41,EUR,2023-05-11,2024-06-30,Initial listing,7,2023-04-22 13:51:00
10227,2338,10.67,EUR,2024-07-01,2025-12-31,Range repositioning,7,2024-06-01 13:53:00
10228,2338,10.35,EUR,2026-01-01,2026-06-30,Competitive adjustment,7,2025-12-27 15:46:00
10229,2338,9.83,EUR,2026-07-01,,Clearance,7,2026-06-27 16:35:00
10230,2339,11.04,EUR,2024-12-06,2026-06-30,Initial listing,6,2024-11-09 09:54:00
10231,2339,11.43,EUR,2026-07-01,,Cost update,7,2026-06-19 13:02:00
10232,2340,42.67,EUR,2023-10-05,2024-12-31,Initial listing,6,2023-09-06 10:39:00
10233,2340,45.23,EUR,2025-01-01,2026-06-30,Annual price update,6,2024-12-16 10:07:00
10234,2340,47.94,EUR,2026-07-01,,Currency adjustment,7,2026-06-24 16:03:00
10235,2341,45.70,EUR,2022-05-02,2022-06-30,Initial listing,6,2022-04-22 11:33:00
10236,2341,47.53,EUR,2022-07-01,2024-06-30,Supplier increase,6,2022-06-12 11:43:00
10237,2341,49.19,EUR,2024-07-01,2026-06-30,Range repositioning,7,2024-06-09 13:16:00
10238,2341,50.90,EUR,2026-07-01,,Range repositioning,7,2026-06-11 15:57:00
10239,2342,46.58,EUR,2022-07-16,2023-06-30,Initial listing,6,2022-06-25 11:29:00
10240,2342,48.91,EUR,2023-07-01,2025-06-30,Currency adjustment,7,2023-06-08 11:01:00
10241,2342,50.50,EUR,2025-07-01,,Cost update,7,2025-06-10 10:53:00
10242,2343,7.37,EUR,2021-04-26,2021-06-30,Initial listing,7,2021-04-08 15:21:00
10243,2343,7.66,EUR,2021-07-01,2022-06-30,Currency adjustment,7,2021-06-14 12:43:00
10244,2343,7.85,EUR,2022-07-01,,Range repositioning,6,2022-06-02 16:21:00
10245,2344,16.17,EUR,2022-11-28,2023-06-30,Initial listing,6,2022-11-16 08:21:00
10246,2344,17.14,EUR,2023-07-01,2024-12-31,Range repositioning,6,2023-06-24 09:07:00
10247,2344,17.83,EUR,2025-01-01,2025-06-30,Currency adjustment,7,2024-12-23 14:25:00
10248,2344,18.45,EUR,2025-07-01,2025-12-31,Currency adjustment,7,2025-06-09 13:47:00
10249,2344,19.10,EUR,2026-01-01,2026-06-30,Cost update,6,2025-12-07 10:31:00
10250,2344,19.67,EUR,2026-07-01,,Currency adjustment,7,2026-06-05 16:27:00
10251,2345,11.41,EUR,2020-02-04,2020-06-30,Initial listing,6,2020-01-22 12:38:00
10252,2345,11.07,EUR,2020-07-01,2024-06-30,Competitive adjustment,7,2020-06-28 14:30:00
10253,2345,11.62,EUR,2024-07-01,2025-06-30,Range repositioning,6,2024-06-17 10:33:00
10254,2345,11.91,EUR,2025-07-01,2026-06-30,Currency adjustment,6,2025-06-23 12:04:00
10255,2345,11.55,EUR,2026-07-01,,Competitive adjustment,7,2026-06-23 08:00:00
10256,2346,22.54,EUR,2025-08-26,,Initial listing,7,2025-08-04 10:11:00
10257,2347,22.60,EUR,2024-11-26,2024-12-31,Initial listing,7,2024-11-07 14:08:00
10258,2347,21.92,EUR,2025-01-01,2026-06-30,Competitive adjustment,7,2024-12-11 13:13:00
10259,2347,22.69,EUR,2026-07-01,,Cost update,6,2026-06-17 09:42:00
10260,2348,21.95,EUR,2019-11-02,2021-12-31,Initial listing,6,2019-10-10 13:20:00
10261,2348,22.50,EUR,2022-01-01,2022-12-31,Currency adjustment,7,2021-12-09 12:41:00
10262,2348,23.62,EUR,2023-01-01,2023-06-30,Cost update,7,2022-12-05 13:25:00
10263,2348,24.56,EUR,2023-07-01,2024-12-31,Supplier increase,7,2023-06-07 12:17:00
10264,2348,23.33,EUR,2025-01-01,2025-06-30,Competitive adjustment,6,2024-12-14 09:42:00
10265,2348,22.16,EUR,2025-07-01,2025-12-31,Clearance,6,2025-06-24 15:09:00
10266,2348,21.05,EUR,2026-01-01,,Competitive adjustment,7,2025-12-15 14:13:00
10267,2349,3.77,EUR,2020-03-09,2022-06-30,Initial listing,7,2020-03-02 08:37:00
10268,2349,3.88,EUR,2022-07-01,2023-12-31,Cost update,7,2022-06-22 14:39:00
10269,2349,4.04,EUR,2024-01-01,2025-06-30,Annual price update,7,2023-12-10 11:13:00
10270,2349,4.18,EUR,2025-07-01,,Currency adjustment,7,2025-06-17 11:32:00
10271,2350,4.09,EUR,2024-01-01,2024-06-30,Initial listing,7,2023-12-04 09:33:00
10272,2350,4.23,EUR,2024-07-01,2025-12-31,Currency adjustment,7,2024-06-09 11:09:00
10273,2350,4.36,EUR,2026-01-01,2026-06-30,Currency adjustment,7,2025-12-04 13:20:00
10274,2350,4.47,EUR,2026-07-01,,Currency adjustment,7,2026-06-05 15:12:00
10275,2351,3.90,EUR,2021-12-05,2022-06-30,Initial listing,7,2021-11-18 09:35:00
10276,2351,4.09,EUR,2022-07-01,2023-12-31,Cost update,7,2022-06-10 12:00:00
10277,2351,4.23,EUR,2024-01-01,2024-06-30,Supplier increase,6,2023-12-23 16:06:00
10278,2351,4.34,EUR,2024-07-01,2025-06-30,Range repositioning,7,2024-06-03 11:22:00
10279,2351,4.45,EUR,2025-07-01,2025-12-31,Supplier increase,6,2025-06-17 12:53:00
10280,2351,4.63,EUR,2026-01-01,,Supplier increase,7,2025-12-08 14:57:00
10281,2352,2.19,EUR,2019-12-08,2020-06-30,Initial listing,6,2019-11-22 09:47:00
10282,2352,2.32,EUR,2020-07-01,2021-12-31,Supplier increase,6,2020-06-12 16:58:00
10283,2352,2.44,EUR,2022-01-01,2022-06-30,Supplier increase,7,2021-12-10 14:14:00
10284,2352,2.49,EUR,2022-07-01,2023-06-30,Cost update,6,2022-06-24 10:08:00
10285,2352,2.59,EUR,2023-07-01,2024-06-30,Supplier increase,6,2023-06-20 13:38:00
10286,2352,2.51,EUR,2024-07-01,2024-12-31,Competitive adjustment,7,2024-06-25 16:21:00
10287,2352,2.59,EUR,2025-01-01,2025-06-30,Currency adjustment,7,2024-12-17 15:30:00
10288,2352,2.46,EUR,2025-07-01,2025-12-31,Competitive adjustment,6,2025-06-24 14:55:00
10289,2352,2.52,EUR,2026-01-01,,Cost update,6,2025-12-26 16:36:00
10290,2353,5.87,EUR,2021-07-19,2021-12-31,Initial listing,7,2021-07-11 13:39:00
10291,2353,5.99,EUR,2022-01-01,2023-06-30,Annual price update,7,2021-12-26 16:11:00
10292,2353,6.23,EUR,2023-07-01,2023-12-31,Supplier increase,6,2023-06-28 11:59:00
10293,2353,6.04,EUR,2024-01-01,2024-12-31,Competitive adjustment,6,2023-12-07 12:22:00
10294,2353,6.34,EUR,2025-01-01,,Supplier increase,6,2024-12-26 10:30:00
10295,2354,2.21,EUR,2024-10-01,,Initial listing,6,2024-09-12 09:34:00
10296,2355,36.06,EUR,2025-02-28,,Initial listing,6,2025-02-11 09:37:00
10297,2356,34.93,EUR,2021-10-03,2022-12-31,Initial listing,6,2021-09-03 11:56:00
10298,2356,36.33,EUR,2023-01-01,2023-12-31,Range repositioning,7,2022-12-06 15:48:00
10299,2356,37.06,EUR,2024-01-01,2024-12-31,Cost update,7,2023-12-18 08:47:00
10300,2356,38.54,EUR,2025-01-01,,Currency adjustment,6,2024-12-24 13:42:00
10301,2357,35.30,EUR,2025-12-28,,Initial listing,6,2025-12-13 09:24:00
10302,2358,79.90,EUR,2026-05-05,,Initial listing,6,2026-04-30 12:02:00
10303,2359,73.90,EUR,2019-04-14,2021-06-30,Initial listing,7,2019-04-01 14:16:00
10304,2359,70.50,EUR,2021-07-01,2021-12-31,Clearance,7,2021-06-27 14:01:00
10305,2359,74.90,EUR,2022-01-01,2022-06-30,Currency adjustment,6,2021-12-18 14:00:00
10306,2359,76.50,EUR,2022-07-01,2022-12-31,Annual price update,7,2022-06-01 15:03:00
10307,2359,80.50,EUR,2023-01-01,2024-06-30,Supplier increase,7,2022-12-28 11:45:00
10308,2359,83.50,EUR,2024-07-01,2025-06-30,Supplier increase,7,2024-06-20 08:52:00
10309,2359,81.00,EUR,2025-07-01,,Competitive adjustment,7,2025-06-06 09:24:00
10310,2360,72.00,EUR,2024-01-31,2024-12-31,Initial listing,6,2024-01-03 14:32:00
10311,2360,75.90,EUR,2025-01-01,,Supplier increase,6,2024-12-17 11:16:00
10312,2361,78.00,EUR,2022-02-07,2023-06-30,Initial listing,6,2022-01-31 09:43:00
10313,2361,81.00,EUR,2023-07-01,2025-12-31,Currency adjustment,7,2023-06-22 15:42:00
10314,2361,76.90,EUR,2026-01-01,2026-06-30,Competitive adjustment,6,2025-12-29 12:17:00
10315,2361,80.90,EUR,2026-07-01,,Cost update,7,2026-06-22 12:05:00
10316,2362,95.00,EUR,2019-10-23,2020-06-30,Initial listing,7,2019-10-10 08:32:00
10317,2362,98.90,EUR,2020-07-01,2020-12-31,Cost update,7,2020-06-01 12:41:00
10318,2362,101.90,EUR,2021-01-01,2022-12-31,Currency adjustment,7,2020-12-23 10:46:00
10319,2362,98.90,EUR,2023-01-01,2023-06-30,Clearance,7,2022-12-12 12:05:00
10320,2362,101.90,EUR,2023-07-01,2025-06-30,Cost update,6,2023-06-18 09:59:00
10321,2362,98.90,EUR,2025-07-01,2025-12-31,Clearance,7,2025-06-23 14:31:00
10322,2362,101.90,EUR,2026-01-01,2026-06-30,Currency adjustment,7,2025-12-19 10:54:00
10323,2362,98.90,EUR,2026-07-01,,Clearance,6,2026-06-12 10:01:00
10324,2363,97.00,EUR,2019-06-06,2019-06-30,Initial listing,6,2019-05-18 14:26:00
10325,2363,92.00,EUR,2019-07-01,2022-06-30,Competitive adjustment,6,2019-06-17 15:52:00
10326,2363,97.90,EUR,2022-07-01,2022-12-31,Cost update,7,2022-06-05 10:19:00
10327,2363,101.50,EUR,2023-01-01,2024-06-30,Range repositioning,6,2022-12-08 13:52:00
10328,2363,103.90,EUR,2024-07-01,2025-06-30,Annual price update,6,2024-06-23 10:30:00
10329,2363,105.90,EUR,2025-07-01,,Supplier increase,7,2025-06-28 08:20:00
10330,2364,86.90,EUR,2025-10-02,2025-12-31,Initial listing,7,2025-09-22 16:40:00
10331,2364,89.90,EUR,2026-01-01,,Supplier increase,6,2025-12-22 09:32:00
10332,2365,59.90,EUR,2020-04-01,2023-06-30,Initial listing,6,2020-03-03 13:56:00
10333,2365,61.90,EUR,2023-07-01,2024-06-30,Cost update,7,2023-06-01 15:47:00
10334,2365,63.90,EUR,2024-07-01,2025-06-30,Annual price update,7,2024-06-05 16:38:00
10335,2365,65.90,EUR,2025-07-01,2025-12-31,Annual price update,6,2025-06-25 14:49:00
10336,2365,68.90,EUR,2026-01-01,2026-06-30,Currency adjustment,6,2025-12-09 08:11:00
10337,2365,70.90,EUR,2026-07-01,,Range repositioning,6,2026-06-04 12:17:00
10338,2366,58.90,EUR,2025-04-09,,Initial listing,6,2025-04-05 16:48:00
10339,2367,59.90,EUR,2020-11-18,2021-06-30,Initial listing,6,2020-11-01 12:15:00
10340,2367,58.00,EUR,2021-07-01,2021-12-31,Clearance,7,2021-06-11 09:43:00
10341,2367,59.00,EUR,2022-01-01,2022-06-30,Cost update,7,2021-12-29 12:14:00
10342,2367,62.90,EUR,2022-07-01,2023-06-30,Currency adjustment,7,2022-06-04 10:30:00
10343,2367,64.90,EUR,2023-07-01,2024-06-30,Annual price update,7,2023-06-03 13:56:00
10344,2367,66.50,EUR,2024-07-01,2025-06-30,Cost update,7,2024-06-25 16:39:00
10345,2367,68.90,EUR,2025-07-01,2025-12-31,Annual price update,7,2025-06-17 15:36:00
10346,2367,72.50,EUR,2026-01-01,,Cost update,7,2025-12-29 11:49:00
10347,2368,253.90,EUR,2021-03-07,2021-06-30,Initial listing,6,2021-02-11 09:08:00
10348,2368,262.90,EUR,2021-07-01,2022-06-30,Supplier increase,7,2021-06-25 09:30:00
10349,2368,276.00,EUR,2022-07-01,2023-06-30,Currency adjustment,7,2022-06-08 13:59:00
10350,2368,281.90,EUR,2023-07-01,2023-12-31,Annual price update,7,2023-06-08 14:44:00
10351,2368,293.00,EUR,2024-01-01,2025-12-31,Annual price update,7,2023-12-11 10:02:00
10352,2368,300.50,EUR,2026-01-01,,Supplier increase,6,2025-12-08 09:32:00
10353,2369,256.90,EUR,2022-04-06,2022-06-30,Initial listing,6,2022-03-12 10:07:00
10354,2369,264.90,EUR,2022-07-01,2022-12-31,Supplier increase,7,2022-06-09 15:39:00
10355,2369,274.00,EUR,2023-01-01,2023-12-31,Annual price update,7,2022-12-15 12:36:00
10356,2369,260.50,EUR,2024-01-01,2024-12-31,Clearance,7,2023-12-03 13:13:00
10357,2369,270.90,EUR,2025-01-01,2025-06-30,Supplier increase,7,2024-12-20 16:12:00
10358,2369,284.50,EUR,2025-07-01,2025-12-31,Currency adjustment,7,2025-06-18 12:20:00
10359,2369,290.00,EUR,2026-01-01,2026-06-30,Range repositioning,6,2025-12-24 09:55:00
10360,2369,295.90,EUR,2026-07-01,,Annual price update,7,2026-06-12 13:16:00
10361,2370,476.90,EUR,2022-07-20,2024-12-31,Initial listing,7,2022-07-05 12:34:00
10362,2370,462.90,EUR,2025-01-01,2026-06-30,Clearance,7,2024-12-18 11:49:00
10363,2370,481.50,EUR,2026-07-01,,Range repositioning,6,2026-06-14 09:06:00
10364,2371,442.50,EUR,2021-05-04,2021-06-30,Initial listing,6,2021-04-09 09:31:00
10365,2371,455.90,EUR,2021-07-01,2022-06-30,Range repositioning,7,2021-06-16 14:32:00
10366,2371,433.00,EUR,2022-07-01,2023-06-30,Competitive adjustment,7,2022-06-06 12:24:00
10367,2371,454.90,EUR,2023-07-01,2023-12-31,Annual price update,6,2023-06-09 16:31:00
10368,2371,441.50,EUR,2024-01-01,2025-12-31,Clearance,7,2023-12-06 14:47:00
10369,2371,452.90,EUR,2026-01-01,,Supplier increase,7,2025-12-18 16:03:00
10370,2372,265.90,EUR,2025-08-10,2026-06-30,Initial listing,7,2025-08-06 09:18:00
10371,2372,273.90,EUR,2026-07-01,,Supplier increase,6,2026-06-20 10:46:00
10372,2373,284.00,EUR,2024-06-04,2024-06-30,Initial listing,6,2024-05-15 14:36:00
10373,2373,269.90,EUR,2024-07-01,2026-06-30,Competitive adjustment,7,2024-06-28 12:45:00
10374,2373,286.00,EUR,2026-07-01,,Annual price update,6,2026-06-27 09:40:00
10375,2374,297.90,EUR,2019-05-04,2019-06-30,Initial listing,6,2019-04-08 16:44:00
10376,2374,309.90,EUR,2019-07-01,2020-06-30,Cost update,6,2019-06-13 13:35:00
10377,2374,319.00,EUR,2020-07-01,2022-06-30,Cost update,6,2020-06-10 08:50:00
10378,2374,338.00,EUR,2022-07-01,2022-12-31,Range repositioning,7,2022-06-15 09:16:00
10379,2374,349.90,EUR,2023-01-01,2024-06-30,Cost update,6,2022-12-21 15:56:00
10380,2374,367.50,EUR,2024-07-01,2024-12-31,Supplier increase,7,2024-06-14 16:03:00
10381,2374,380.50,EUR,2025-01-01,2025-12-31,Supplier increase,6,2024-12-08 15:54:00
10382,2374,390.00,EUR,2026-01-01,,Cost update,7,2025-12-22 10:59:00
10383,2375,31.71,EUR,2024-06-09,2024-06-30,Initial listing,7,2024-05-30 13:17:00
10384,2375,30.76,EUR,2024-07-01,2025-06-30,Clearance,7,2024-06-04 14:08:00
10385,2375,31.53,EUR,2025-07-01,2025-12-31,Supplier increase,6,2025-06-16 10:28:00
10386,2375,32.32,EUR,2026-01-01,,Cost update,7,2025-12-27 14:07:00
10387,2376,14.56,EUR,2024-06-21,,Initial listing,6,2024-06-02 16:27:00
10388,2377,14.47,EUR,2024-03-19,2024-12-31,Initial listing,7,2024-03-01 12:25:00
10389,2377,14.98,EUR,2025-01-01,2025-06-30,Cost update,7,2024-12-03 11:17:00
10390,2377,15.58,EUR,2025-07-01,2025-12-31,Cost update,7,2025-06-25 08:19:00
10391,2377,16.36,EUR,2026-01-01,,Annual price update,7,2025-12-18 11:48:00
10392,2378,72.90,EUR,2021-07-25,2023-06-30,Initial listing,6,2021-06-26 12:53:00
10393,2378,74.90,EUR,2023-07-01,2025-06-30,Currency adjustment,6,2023-06-19 09:44:00
10394,2378,77.00,EUR,2025-07-01,,Currency adjustment,7,2025-06-18 13:18:00
10395,2379,69.90,EUR,2025-09-10,2025-12-31,Initial listing,6,2025-08-13 09:27:00
10396,2379,72.50,EUR,2026-01-01,2026-06-30,Currency adjustment,7,2025-12-29 11:12:00
10397,2379,74.50,EUR,2026-07-01,,Currency adjustment,7,2026-06-07 14:21:00
10398,2380,73.50,EUR,2024-02-20,2025-12-31,Initial listing,7,2024-02-01 08:02:00
10399,2380,75.50,EUR,2026-01-01,2026-06-30,Currency adjustment,7,2025-12-14 10:15:00
10400,2380,78.00,EUR,2026-07-01,,Currency adjustment,7,2026-06-01 16:21:00
10401,2381,45.43,EUR,2025-04-16,2025-06-30,Initial listing,6,2025-04-13 10:33:00
10402,2381,47.25,EUR,2025-07-01,2025-12-31,Annual price update,7,2025-06-26 16:19:00
10403,2381,48.43,EUR,2026-01-01,,Supplier increase,7,2025-12-17 12:42:00
10404,2382,44.51,EUR,2023-01-17,2023-06-30,Initial listing,6,2023-01-03 12:44:00
10405,2382,47.18,EUR,2023-07-01,2025-06-30,Supplier increase,7,2023-06-24 15:36:00
10406,2382,49.54,EUR,2025-07-01,2025-12-31,Range repositioning,7,2025-06-23 13:38:00
10407,2382,52.00,EUR,2026-01-01,,Currency adjustment,7,2025-12-26 12:30:00
10408,2383,28.18,EUR,2023-02-01,2023-06-30,Initial listing,7,2023-01-04 09:50:00
10409,2383,29.03,EUR,2023-07-01,2023-12-31,Supplier increase,6,2023-06-17 13:17:00
10410,2383,30.77,EUR,2024-01-01,2024-12-31,Cost update,7,2023-12-22 08:38:00
10411,2383,32.31,EUR,2025-01-01,2026-06-30,Range repositioning,6,2024-12-28 10:27:00
10412,2383,31.34,EUR,2026-07-01,,Competitive adjustment,7,2026-06-07 09:52:00
10413,2384,25.59,EUR,2020-12-08,2021-06-30,Initial listing,6,2020-11-11 13:52:00
10414,2384,26.36,EUR,2021-07-01,2021-12-31,Currency adjustment,6,2021-06-15 12:11:00
10415,2384,27.94,EUR,2022-01-01,2023-12-31,Range repositioning,7,2021-12-09 12:45:00
10416,2384,28.64,EUR,2024-01-01,2024-12-31,Cost update,7,2023-12-27 12:13:00
10417,2384,29.50,EUR,2025-01-01,2025-12-31,Supplier increase,6,2024-12-13 16:13:00
10418,2384,30.98,EUR,2026-01-01,,Range repositioning,6,2025-12-14 08:13:00
10419,2385,26.69,EUR,2020-08-05,2022-12-31,Initial listing,6,2020-07-31 11:10:00
10420,2385,25.89,EUR,2023-01-01,2024-06-30,Competitive adjustment,7,2022-12-06 12:06:00
10421,2385,26.41,EUR,2024-07-01,2025-12-31,Range repositioning,7,2024-06-26 15:35:00
10422,2385,27.33,EUR,2026-01-01,2026-06-30,Supplier increase,7,2025-12-07 10:26:00
10423,2385,28.29,EUR,2026-07-01,,Annual price update,7,2026-06-16 09:11:00
10424,2386,6.20,EUR,2024-06-10,2024-12-31,Initial listing,6,2024-05-12 15:48:00
10425,2386,6.01,EUR,2025-01-01,2026-06-30,Competitive adjustment,7,2024-12-02 08:02:00
10426,2386,6.31,EUR,2026-07-01,,Cost update,6,2026-06-10 12:00:00
10427,2387,6.21,EUR,2019-06-01,2020-06-30,Initial listing,7,2019-05-17 14:27:00
10428,2387,6.46,EUR,2020-07-01,2021-06-30,Cost update,7,2020-06-16 13:34:00
10429,2387,6.85,EUR,2021-07-01,2022-06-30,Supplier increase,7,2021-06-21 16:55:00
10430,2387,7.09,EUR,2022-07-01,2023-12-31,Range repositioning,7,2022-06-21 15:41:00
10431,2387,7.44,EUR,2024-01-01,2024-06-30,Annual price update,7,2023-12-03 13:50:00
10432,2387,7.81,EUR,2024-07-01,,Supplier increase,7,2024-06-13 09:12:00
10433,2388,6.20,EUR,2024-11-02,2025-12-31,Initial listing,7,2024-10-24 13:25:00
10434,2388,6.42,EUR,2026-01-01,,Currency adjustment,6,2025-12-23 08:22:00
10435,2389,5.50,EUR,2025-04-12,2025-12-31,Initial listing,7,2025-04-05 12:54:00
10436,2389,5.67,EUR,2026-01-01,,Range repositioning,6,2025-12-07 13:39:00
10437,2390,5.67,EUR,2025-06-17,2025-06-30,Initial listing,6,2025-06-11 09:03:00
10438,2390,5.87,EUR,2025-07-01,2026-06-30,Annual price update,7,2025-06-28 09:21:00
10439,2390,6.08,EUR,2026-07-01,,Annual price update,7,2026-06-13 13:39:00
10440,2391,31.74,EUR,2023-08-30,2023-12-31,Initial listing,6,2023-08-20 15:06:00
10441,2391,33.01,EUR,2024-01-01,2024-06-30,Range repositioning,6,2023-12-28 15:45:00
10442,2391,33.84,EUR,2024-07-01,2025-12-31,Range repositioning,7,2024-06-21 13:10:00
10443,2391,34.86,EUR,2026-01-01,,Annual price update,7,2025-12-23 14:42:00
10444,2392,32.00,EUR,2025-11-28,2025-12-31,Initial listing,6,2025-11-10 08:54:00
10445,2392,33.12,EUR,2026-01-01,2026-06-30,Currency adjustment,6,2025-12-20 13:28:00
10446,2392,34.44,EUR,2026-07-01,,Range repositioning,6,2026-06-25 14:44:00
10447,2393,30.01,EUR,2024-01-23,,Initial listing,6,2024-01-19 16:24:00
10448,2394,31.78,EUR,2019-02-13,2020-06-30,Initial listing,6,2019-01-25 14:10:00
10449,2394,32.42,EUR,2020-07-01,2020-12-31,Supplier increase,6,2020-06-24 13:44:00
10450,2394,34.37,EUR,2021-01-01,2022-06-30,Range repositioning,7,2020-12-25 13:33:00
10451,2394,35.57,EUR,2022-07-01,2022-12-31,Supplier increase,7,2022-06-23 13:33:00
10452,2394,36.64,EUR,2023-01-01,2023-06-30,Annual price update,7,2022-12-22 08:44:00
10453,2394,37.56,EUR,2023-07-01,2023-12-31,Currency adjustment,7,2023-06-11 14:21:00
10454,2394,39.44,EUR,2024-01-01,2025-12-31,Range repositioning,7,2023-12-22 09:02:00
10455,2394,41.02,EUR,2026-01-01,2026-06-30,Cost update,7,2025-12-27 10:31:00
10456,2394,41.84,EUR,2026-07-01,,Currency adjustment,7,2026-06-16 16:57:00
10457,2395,32.53,EUR,2021-10-17,2022-12-31,Initial listing,7,2021-09-19 11:48:00
10458,2395,33.34,EUR,2023-01-01,2023-12-31,Supplier increase,7,2022-12-03 16:14:00
10459,2395,35.01,EUR,2024-01-01,2024-06-30,Cost update,6,2023-12-20 12:21:00
10460,2395,33.26,EUR,2024-07-01,2025-12-31,Clearance,7,2024-06-21 12:19:00
10461,2395,34.26,EUR,2026-01-01,,Currency adjustment,6,2025-12-04 12:48:00
10462,2396,254.90,EUR,2022-08-29,2024-06-30,Initial listing,6,2022-08-15 08:34:00
10463,2396,260.00,EUR,2024-07-01,2024-12-31,Cost update,7,2024-06-07 12:14:00
10464,2396,247.00,EUR,2025-01-01,2025-06-30,Competitive adjustment,7,2024-12-14 12:18:00
10465,2396,255.90,EUR,2025-07-01,2025-12-31,Annual price update,6,2025-06-16 12:09:00
10466,2396,243.00,EUR,2026-01-01,2026-06-30,Clearance,7,2025-12-28 09:58:00
10467,2396,230.90,EUR,2026-07-01,,Clearance,6,2026-06-10 11:13:00
10468,2397,249.50,EUR,2022-01-23,2022-06-30,Initial listing,6,2021-12-28 11:19:00
10469,2397,256.90,EUR,2022-07-01,2023-06-30,Cost update,7,2022-06-04 11:18:00
10470,2397,263.50,EUR,2023-07-01,2024-12-31,Supplier increase,6,2023-06-20 09:04:00
10471,2397,279.50,EUR,2025-01-01,,Range repositioning,6,2024-12-23 13:23:00
10472,2398,76.90,EUR,2026-02-28,,Initial listing,7,2026-02-22 11:17:00
10473,2399,80.50,EUR,2025-05-23,,Initial listing,7,2025-05-17 10:53:00
10474,2400,77.90,EUR,2022-12-18,2022-12-31,Initial listing,7,2022-11-25 12:50:00
10475,2400,81.90,EUR,2023-01-01,2023-06-30,Supplier increase,7,2022-12-06 10:36:00
