id,sku,ean,name,description,category_id,supplier_id,product_type,variant,colour,unit,case_pack,min_order_qty,weight_kg,active,discontinued_on,created_at
2737,BAL-RUN-0011,6402026027377,Baltic Storm Lite Trail Cap Graphite,Reliable trail cap from Baltic's Storm Lite range. Graphite. A wholesale staple for outdoor retailers.,13,32,Trail Cap,Graphite,Graphite,pcs,12,12,0.125,true,,2023-01-04
2738,BAL-RUN-0012,6402026027384,Baltic Tundra Trail Gaiters XL Forest,"Baltic Tundra: a trail gaiters that balances weight, durability and price. XL / Forest. Retail-ready packaging.",13,32,Trail Gaiters,XL,Forest,pcs,1,1,0.054,true,,2019-06-13
2739,BAL-RUN-0013,6402026027391,Baltic Tundra Trail Gaiters XS Forest,The Tundra trail gaiters by Baltic. XS / Forest. Popular with rental outfitters and clubs.,13,32,Trail Gaiters,XS,Forest,pcs,1,1,0.017,true,,2023-06-24
2740,BAL-RUN-0014,6402026027407,Baltic Kaamos Trail Gaiters L Petrol,"Baltic Kaamos Trail Gaiters for trail running. L / Petrol. Built for Nordic conditions, season after season.",13,32,Trail Gaiters,L,Petrol,pcs,1,1,0.076,true,,2023-04-21
2741,BAL-RUN-0015,6402026027414,Baltic Kaamos Trail Gaiters S Petrol,Reliable trail gaiters from Baltic's Kaamos range. S / Petrol. A wholesale staple for outdoor retailers.,13,32,Trail Gaiters,S,Petrol,pcs,1,1,0.117,false,2022-09-20,2020-10-10
2742,BAL-RUN-0016,6402026027421,Baltic Kaamos Trail Gaiters XS Petrol,"Baltic Kaamos: a trail gaiters that balances weight, durability and price. XS / Petrol. Retail-ready packaging.",13,32,Trail Gaiters,XS,Petrol,pcs,6,6,0.091,true,,2024-02-25
2743,BAL-RUN-0017,6402026027438,Baltic Kaamos Trail Gaiters M Petrol,The Kaamos trail gaiters by Baltic. M / Petrol. Popular with rental outfitters and clubs.,13,32,Trail Gaiters,M,Petrol,pcs,1,1,0.053,true,,2019-07-15
2744,BAL-RUN-0018,6402026027445,Baltic Trail Running Vest 8L Midnight Blue,"Baltic Trail Running Vest for trail running. 8L / Midnight Blue. Built for Nordic conditions, season after season.",13,32,Running Vest,8L,Midnight Blue,pcs,1,1,0.141,true,,2023-04-18
2745,BAL-RUN-0019,6402026027452,Baltic Varanger Lite Running Vest 22L Sand,Reliable running vest from Baltic's Varanger Lite range. 22L / Sand. A wholesale staple for outdoor retailers.,13,32,Running Vest,22L,Sand,pcs,1,1,0.390,true,,2023-01-22
2746,BAL-RUN-0020,6402026027469,Baltic Åreskutan WP Trail Cap Black,"Baltic Åreskutan WP: a trail cap that balances weight, durability and price. Black. Retail-ready packaging.",13,32,Trail Cap,Black,Black,pcs,1,1,0.021,true,,2019-06-17
2747,BAL-RUN-0021,6402026027476,Baltic Åreskutan WP Trail Cap Forest,The Åreskutan WP trail cap by Baltic. Forest. Popular with rental outfitters and clubs.,13,32,Trail Cap,Forest,Forest,pcs,12,12,0.129,true,,2023-07-10
2748,BAL-RUN-0022,6402026027483,Baltic Åreskutan WP Trail Cap Deep Teal,"Baltic Åreskutan WP Trail Cap for trail running. Deep Teal. Built for Nordic conditions, season after season.",13,32,Trail Cap,Deep Teal,Deep Teal,pcs,12,12,0.045,true,,2019-07-28
2749,BAL-RUN-0023,6402026027490,Baltic Åreskutan WP Trail Cap Moss Green,Reliable trail cap from Baltic's Åreskutan WP range. Moss Green. A wholesale staple for outdoor retailers.,13,32,Trail Cap,Moss Green,Moss Green,pcs,1,1,0.051,false,2021-10-08,2021-02-08
2750,BAL-RUN-0024,6402026027506,Baltic Nordvik XT Trail Cap Sand,"Baltic Nordvik XT: a trail cap that balances weight, durability and price. Sand. Retail-ready packaging.",13,32,Trail Cap,Sand,Sand,pcs,6,6,0.064,true,,2019-12-21
2751,BAL-RUN-0025,6402026027513,Baltic Nordvik XT Trail Cap Graphite,The Nordvik XT trail cap by Baltic. Graphite. Popular with rental outfitters and clubs.,13,32,Trail Cap,Graphite,Graphite,pcs,1,1,0.074,true,,2025-09-06
2752,BAL-RUN-0026,6402026027520,Baltic Nordvik XT Trail Cap Burnt Orange,"Baltic Nordvik XT Trail Cap for trail running. Burnt Orange. Built for Nordic conditions, season after season.",13,32,Trail Cap,Burnt Orange,Burnt Orange,pcs,1,1,0.031,true,,2026-01-25
2753,BAL-RUN-0027,6402026027537,Baltic Nordvik XT Trail Cap Deep Teal,Reliable trail cap from Baltic's Nordvik XT range. Deep Teal. A wholesale staple for outdoor retailers.,13,32,Trail Cap,Deep Teal,Deep Teal,pcs,12,12,0.054,false,2023-08-25,2022-03-18
2754,BAL-RUN-0028,6402026027544,Baltic Skare Trail Cap Forest,"Baltic Skare: a trail cap that balances weight, durability and price. Forest. Retail-ready packaging.",13,32,Trail Cap,Forest,Forest,pcs,1,1,0.112,true,,2021-11-28
2755,BAL-RUN-0029,6402026027551,Baltic Alpine Plus Trail Gaiters XL Slate Grey,The Alpine Plus trail gaiters by Baltic. XL / Slate Grey. Popular with rental outfitters and clubs.,13,32,Trail Gaiters,XL,Slate Grey,pcs,1,1,0.089,true,,2025-03-11
2756,BAL-RUN-0030,6402026027568,Baltic Alpine Plus Trail Gaiters XXL Slate Grey,"Baltic Alpine Plus Trail Gaiters for trail running. XXL / Slate Grey. Built for Nordic conditions, season after season.",13,32,Trail Gaiters,XXL,Slate Grey,pcs,6,6,0.067,true,,2024-12-06
2757,BAL-RUN-0031,6402026027575,Baltic Alpine Plus Trail Gaiters S Slate Grey,Reliable trail gaiters from Baltic's Alpine Plus range. S / Slate Grey. A wholesale staple for outdoor retailers.,13,32,Trail Gaiters,S,Slate Grey,pcs,6,6,0.017,true,,2020-06-02
2758,BAL-RUN-0032,6402026027582,Baltic Aapa Lite Running Socks XXL Black,"Baltic Aapa Lite: a running socks that balances weight, durability and price. XXL / Black. Retail-ready packaging.",13,32,Running Socks,XXL,Black,pcs,1,1,0.096,true,,2020-01-26
2759,BAL-RUN-0033,6402026027599,Baltic Aapa Lite Running Socks XS Black,The Aapa Lite running socks by Baltic. XS / Black. Popular with rental outfitters and clubs.,13,32,Running Socks,XS,Black,pcs,1,1,0.019,true,,2023-01-22
2760,BAL-BAS-0001,6402026027605,Baltic Rauk XT Merino Base Layer Top S Black,"Baltic Rauk XT Merino Base Layer Top for base & mid layers. S / Black. Built for Nordic conditions, season after season.",6,32,Merino Base Layer Top,S,Black,pcs,1,1,0.297,true,,2019-05-25
2761,BAL-BAS-0002,6402026027612,Baltic Rauk XT Merino Base Layer Top XL Black,Reliable merino base layer top from Baltic's Rauk XT range. XL / Black. A wholesale staple for outdoor retailers.,6,32,Merino Base Layer Top,XL,Black,pcs,6,6,0.282,true,,2022-08-27
2762,BAL-BAS-0003,6402026027629,Baltic Rauk XT Merino Base Layer Top L Black,"Baltic Rauk XT: a merino base layer top that balances weight, durability and price. L / Black. Retail-ready packaging.",6,32,Merino Base Layer Top,L,Black,pcs,1,1,0.206,true,,2024-03-15
2763,BAL-BAS-0004,6402026027636,Baltic Rauk XT Merino Base Layer Top M Black,The Rauk XT merino base layer top by Baltic. M / Black. Popular with rental outfitters and clubs.,6,32,Merino Base Layer Top,M,Black,pcs,1,1,0.227,true,,2020-09-03
2764,BAL-BAS-0005,6402026027643,Baltic Trail WP Hiking Shorts XXL Deep Teal,"Baltic Trail WP Hiking Shorts for base & mid layers. XXL / Deep Teal. Built for Nordic conditions, season after season.",6,32,Hiking Shorts,XXL,Deep Teal,pcs,1,1,0.135,true,,2022-03-19
2765,BAL-BAS-0006,6402026027650,Baltic Trail WP Hiking Shorts XL Deep Teal,Reliable hiking shorts from Baltic's Trail WP range. XL / Deep Teal. A wholesale staple for outdoor retailers.,6,32,Hiking Shorts,XL,Deep Teal,pcs,6,6,0.283,false,2023-12-29,2023-05-14
2766,BAL-BAS-0007,6402026027667,Baltic Trail WP Hiking Shorts M Deep Teal,"Baltic Trail WP: a hiking shorts that balances weight, durability and price. M / Deep Teal. Retail-ready packaging.",6,32,Hiking Shorts,M,Deep Teal,pcs,1,1,0.146,true,,2022-09-30
2767,BAL-BAS-0008,6402026027674,Baltic Pallas II Hiking Socks 2-pack S Ochre,The Pallas II hiking socks 2-pack by Baltic. S / Ochre. Popular with rental outfitters and clubs.,6,32,Hiking Socks 2-pack,S,Ochre,pcs,6,6,0.139,true,,2024-07-19
2768,BAL-BAS-0009,6402026027681,Baltic Pallas II Hiking Socks 2-pack XL Ochre,"Baltic Pallas II Hiking Socks 2-pack for base & mid layers. XL / Ochre. Built for Nordic conditions, season after season.",6,32,Hiking Socks 2-pack,XL,Ochre,pcs,12,12,0.080,true,,2025-09-27
2769,BAL-BAS-0010,6402026027698,Baltic Pallas II Hiking Socks 2-pack XXL Ochre,Reliable hiking socks 2-pack from Baltic's Pallas II range. XXL / Ochre. A wholesale staple for outdoor retailers.,6,32,Hiking Socks 2-pack,XXL,Ochre,pcs,6,6,0.076,true,,2020-05-13
2770,BAL-BAS-0011,6402026027704,Baltic Inari Pro Merino Base Layer Top S Sunset Yellow,"Baltic Inari Pro: a merino base layer top that balances weight, durability and price. S / Sunset Yellow. Retail-ready packaging.",6,32,Merino Base Layer Top,S,Sunset Yellow,pcs,1,1,0.155,true,,2019-05-03
2771,BAL-BAS-0012,6402026027711,Baltic Inari Pro Merino Base Layer Top XXL Sunset Yellow,The Inari Pro merino base layer top by Baltic. XXL / Sunset Yellow. Popular with rental outfitters and clubs.,6,32,Merino Base Layer Top,XXL,Sunset Yellow,pcs,1,1,0.167,true,,2022-10-06
2772,BAL-BAS-0013,6402026027728,Baltic Inari Pro Merino Base Layer Top XL Sunset Yellow,"Baltic Inari Pro Merino Base Layer Top for base & mid layers. XL / Sunset Yellow. Built for Nordic conditions, season after season.",6,32,Merino Base Layer Top,XL,Sunset Yellow,pcs,12,12,0.285,true,,2025-02-15
2773,BAL-BAS-0014,6402026027735,Baltic Skare Hiking Socks 2-pack XS Burnt Orange,Reliable hiking socks 2-pack from Baltic's Skare range. XS / Burnt Orange. A wholesale staple for outdoor retailers.,6,32,Hiking Socks 2-pack,XS,Burnt Orange,pcs,12,12,0.083,true,,2026-04-04
2774,BAL-BAS-0015,6402026027742,Baltic Skare Hiking Socks 2-pack XL Burnt Orange,"Baltic Skare: a hiking socks 2-pack that balances weight, durability and price. XL / Burnt Orange. Retail-ready packaging.",6,32,Hiking Socks 2-pack,XL,Burnt Orange,pcs,12,12,0.139,true,,2024-11-13
2775,BAL-BAS-0016,6402026027759,Baltic Skare Hiking Socks 2-pack XXL Burnt Orange,The Skare hiking socks 2-pack by Baltic. XXL / Burnt Orange. Popular with rental outfitters and clubs.,6,32,Hiking Socks 2-pack,XXL,Burnt Orange,pcs,6,6,0.138,false,2022-07-21,2019-03-10
2776,BAL-BAS-0017,6402026027766,Baltic Ridge Plus Hiking Trousers M Moss Green,"Baltic Ridge Plus Hiking Trousers for base & mid layers. M / Moss Green. Built for Nordic conditions, season after season.",6,32,Hiking Trousers,M,Moss Green,pcs,1,1,0.211,true,,2025-04-29
2777,BAL-BAS-0018,6402026027773,Baltic Ridge Plus Hiking Trousers L Moss Green,Reliable hiking trousers from Baltic's Ridge Plus range. L / Moss Green. A wholesale staple for outdoor retailers.,6,32,Hiking Trousers,L,Moss Green,pcs,6,6,0.463,true,,2020-04-13
2778,BAL-BAS-0019,6402026027780,Baltic Ridge Plus Hiking Trousers XXL Moss Green,"Baltic Ridge Plus: a hiking trousers that balances weight, durability and price. XXL / Moss Green. Retail-ready packaging.",6,32,Hiking Trousers,XXL,Moss Green,pcs,1,1,0.537,true,,2025-07-20
2779,BAL-BAS-0020,6402026027797,Baltic Ridge Plus Hiking Trousers S Moss Green,The Ridge Plus hiking trousers by Baltic. S / Moss Green. Popular with rental outfitters and clubs.,6,32,Hiking Trousers,S,Moss Green,pcs,1,1,0.435,true,,2023-09-13
2780,BAL-BAS-0021,6402026027803,Baltic Fjord Lite Hiking Trousers M Ruby Red,"Baltic Fjord Lite Hiking Trousers for base & mid layers. M / Ruby Red. Built for Nordic conditions, season after season.",6,32,Hiking Trousers,M,Ruby Red,pcs,1,1,0.152,true,,2022-12-21
2781,BAL-BAS-0022,6402026027810,Baltic Kero WP Fleece Jacket XS Moss Green,Reliable fleece jacket from Baltic's Kero WP range. XS / Moss Green. A wholesale staple for outdoor retailers.,6,32,Fleece Jacket,XS,Moss Green,pcs,12,12,0.360,true,,2025-04-21
2782,BAL-BAS-0023,6402026027827,Baltic Kero WP Fleece Jacket XXL Moss Green,"Baltic Kero WP: a fleece jacket that balances weight, durability and price. XXL / Moss Green. Retail-ready packaging.",6,32,Fleece Jacket,XXL,Moss Green,pcs,12,12,0.189,true,,2019-01-17
2783,BAL-BAS-0024,6402026027834,Baltic Kero WP Fleece Jacket L Moss Green,The Kero WP fleece jacket by Baltic. L / Moss Green. Popular with rental outfitters and clubs.,6,32,Fleece Jacket,L,Moss Green,pcs,6,6,0.139,true,,2020-04-26
2784,BAL-BAS-0025,6402026027841,Baltic Fjell 2.0 Fleece Jacket XXL Black,"Baltic Fjell 2.0 Fleece Jacket for base & mid layers. XXL / Black. Built for Nordic conditions, season after season.",6,32,Fleece Jacket,XXL,Black,pcs,1,1,0.314,true,,2025-03-17
2785,BAL-BAS-0026,6402026027858,Baltic Revontuli Pro Hiking Trousers M Burnt Orange,Reliable hiking trousers from Baltic's Revontuli Pro range. M / Burnt Orange. A wholesale staple for outdoor retailers.,6,32,Hiking Trousers,M,Burnt Orange,pcs,6,6,0.213,true,,2022-08-01
2786,BAL-BAS-0027,6402026027865,Baltic Revontuli Pro Hiking Trousers S Burnt Orange,"Baltic Revontuli Pro: a hiking trousers that balances weight, durability and price. S / Burnt Orange. Retail-ready packaging.",6,32,Hiking Trousers,S,Burnt Orange,pcs,12,12,0.363,true,,2021-05-31
2787,BAL-BAS-0028,6402026027872,Baltic Revontuli Pro Hiking Trousers L Burnt Orange,The Revontuli Pro hiking trousers by Baltic. L / Burnt Orange. Popular with rental outfitters and clubs.,6,32,Hiking Trousers,L,Burnt Orange,pcs,1,1,0.139,true,,2025-08-09
2788,BAL-BAS-0029,6402026027889,Baltic Vuori XT Hiking Trousers XS Lichen,"Baltic Vuori XT Hiking Trousers for base & mid layers. XS / Lichen. Built for Nordic conditions, season after season.",6,32,Hiking Trousers,XS,Lichen,pcs,6,6,0.291,true,,2025-05-24
2789,BAL-BAS-0030,6402026027896,Baltic Vuoma WP Hiking Shorts XL Sunset Yellow,Reliable hiking shorts from Baltic's Vuoma WP range. XL / Sunset Yellow. A wholesale staple for outdoor retailers.,6,32,Hiking Shorts,XL,Sunset Yellow,pcs,1,1,0.141,false,2022-08-12,2021-09-27
2790,BAL-BAS-0031,6402026027902,Baltic Vuoma WP Hiking Shorts L Sunset Yellow,"Baltic Vuoma WP: a hiking shorts that balances weight, durability and price. L / Sunset Yellow. Retail-ready packaging.",6,32,Hiking Shorts,L,Sunset Yellow,pcs,1,1,0.076,true,,2025-06-24
2791,BAL-BAS-0032,6402026027919,Baltic Vuoma WP Hiking Shorts XS Sunset Yellow,The Vuoma WP hiking shorts by Baltic. XS / Sunset Yellow. Popular with rental outfitters and clubs.,6,32,Hiking Shorts,XS,Sunset Yellow,pcs,1,1,0.272,true,,2025-11-10
2792,BAL-BAS-0033,6402026027926,Baltic Elv Hiking Socks 2-pack M Ochre,"Baltic Elv Hiking Socks 2-pack for base & mid layers. M / Ochre. Built for Nordic conditions, season after season.",6,32,Hiking Socks 2-pack,M,Ochre,pcs,6,6,0.050,true,,2023-03-18
2793,BAL-BAS-0034,6402026027933,Baltic Elv Hiking Socks 2-pack XL Ochre,Reliable hiking socks 2-pack from Baltic's Elv range. XL / Ochre. A wholesale staple for outdoor retailers.,6,32,Hiking Socks 2-pack,XL,Ochre,pcs,6,6,0.170,true,,2021-01-28
2794,BAL-BAS-0035,6402026027940,Baltic Elv Hiking Socks 2-pack S Ochre,"Baltic Elv: a hiking socks 2-pack that balances weight, durability and price. S / Ochre. Retail-ready packaging.",6,32,Hiking Socks 2-pack,S,Ochre,pcs,1,1,0.133,true,,2024-06-01
2795,BAL-BAS-0036,6402026027957,Baltic Elv Hiking Socks 2-pack XXL Ochre,The Elv hiking socks 2-pack by Baltic. XXL / Ochre. Popular with rental outfitters and clubs.,6,32,Hiking Socks 2-pack,XXL,Ochre,pcs,6,6,0.058,true,,2021-07-27
2796,BAL-BAS-0037,6402026027964,Baltic Nordvik 2.0 Hiking Socks 2-pack XL Forest,"Baltic Nordvik 2.0 Hiking Socks 2-pack for base & mid layers. XL / Forest. Built for Nordic conditions, season after season.",6,32,Hiking Socks 2-pack,XL,Forest,pcs,1,1,0.057,true,,2020-07-28
2797,BAL-BAS-0038,6402026027971,Baltic Nordvik 2.0 Hiking Socks 2-pack L Forest,Reliable hiking socks 2-pack from Baltic's Nordvik 2.0 range. L / Forest. A wholesale staple for outdoor retailers.,6,32,Hiking Socks 2-pack,L,Forest,pcs,1,1,0.050,true,,2019-11-29
2798,BAL-BAS-0039,6402026027988,Baltic Nordvik 2.0 Hiking Socks 2-pack S Forest,"Baltic Nordvik 2.0: a hiking socks 2-pack that balances weight, durability and price. S / Forest. Retail-ready packaging.",6,32,Hiking Socks 2-pack,S,Forest,pcs,6,6,0.061,true,,2020-02-21
2799,BAL-BAS-0040,6402026027995,Baltic Nordvik 2.0 Hiking Socks 2-pack XXL Forest,The Nordvik 2.0 hiking socks 2-pack by Baltic. XXL / Forest. Popular with rental outfitters and clubs.,6,32,Hiking Socks 2-pack,XXL,Forest,pcs,1,1,0.046,true,,2019-08-12
2800,BAL-BAS-0041,6402026028008,Baltic Nordvik 2.0 Hiking Socks 2-pack XS Forest,"Baltic Nordvik 2.0 Hiking Socks 2-pack for base & mid layers. XS / Forest. Built for Nordic conditions, season after season.",6,32,Hiking Socks 2-pack,XS,Forest,pcs,12,12,0.138,true,,2023-09-22
2801,BAL-BAS-0042,6402026028015,Baltic Ruska XT Fleece Jacket XS Moss Green,Reliable fleece jacket from Baltic's Ruska XT range. XS / Moss Green. A wholesale staple for outdoor retailers.,6,32,Fleece Jacket,XS,Moss Green,pcs,6,6,0.360,false,2023-03-10,2019-11-06
2802,BAL-BAS-0043,6402026028022,Baltic Tuuli WP Fleece Jacket L Black,"Baltic Tuuli WP: a fleece jacket that balances weight, durability and price. L / Black. Retail-ready packaging.",6,32,Fleece Jacket,L,Black,pcs,1,1,0.392,true,,2019-08-19
2803,BAL-BAS-0044,6402026028039,Baltic Tuuli WP Fleece Jacket M Black,The Tuuli WP fleece jacket by Baltic. M / Black. Popular with rental outfitters and clubs.,6,32,Fleece Jacket,M,Black,pcs,1,1,0.317,true,,2019-02-04
2804,BAL-BAS-0045,6402026028046,Baltic Kallio Merino Base Layer Bottom M Midnight Blue,"Baltic Kallio Merino Base Layer Bottom for base & mid layers. M / Midnight Blue. Built for Nordic conditions, season after season.",6,32,Merino Base Layer Bottom,M,Midnight Blue,pcs,6,6,0.273,true,,2021-06-09
2805,BAL-BAS-0046,6402026028053,Baltic Tind II Merino Base Layer Top S Forest,Reliable merino base layer top from Baltic's Tind II range. S / Forest. A wholesale staple for outdoor retailers.,6,32,Merino Base Layer Top,S,Forest,pcs,1,1,0.191,true,,2024-10-27
2806,BAL-BAS-0047,6402026028060,Baltic Tind II Merino Base Layer Top XXL Forest,"Baltic Tind II: a merino base layer top that balances weight, durability and price. XXL / Forest. Retail-ready packaging.",6,32,Merino Base Layer Top,XXL,Forest,pcs,12,12,0.363,true,,2021-04-03
2807,BAL-BAS-0048,6402026028077,Baltic Tind II Merino Base Layer Top M Forest,The Tind II merino base layer top by Baltic. M / Forest. Popular with rental outfitters and clubs.,6,32,Merino Base Layer Top,M,Forest,pcs,1,1,0.147,true,,2025-01-24
2808,BAL-BAS-0049,6402026028084,Baltic Tind II Merino Base Layer Top XL Forest,"Baltic Tind II Merino Base Layer Top for base & mid layers. XL / Forest. Built for Nordic conditions, season after season.",6,32,Merino Base Layer Top,XL,Forest,pcs,1,1,0.140,true,,2024-03-07
2809,BAL-BAS-0050,6402026028091,Baltic Nordic Merino Base Layer Top XL Slate Grey,Reliable merino base layer top from Baltic's Nordic range. XL / Slate Grey. A wholesale staple for outdoor retailers.,6,32,Merino Base Layer Top,XL,Slate Grey,pcs,6,6,0.194,true,,2022-06-03
2810,BAL-BAS-0051,6402026028107,Baltic Nordic Merino Base Layer Top L Slate Grey,"Baltic Nordic: a merino base layer top that balances weight, durability and price. L / Slate Grey. Retail-ready packaging.",6,32,Merino Base Layer Top,L,Slate Grey,pcs,6,6,0.328,true,,2023-11-23
2811,BAL-BAS-0052,6402026028114,Baltic Nordic Merino Base Layer Top XS Slate Grey,The Nordic merino base layer top by Baltic. XS / Slate Grey. Popular with rental outfitters and clubs.,6,32,Merino Base Layer Top,XS,Slate Grey,pcs,1,1,0.391,true,,2025-05-30
2812,BAL-BAS-0053,6402026028121,Baltic Nordic Merino Base Layer Top M Slate Grey,"Baltic Nordic Merino Base Layer Top for base & mid layers. M / Slate Grey. Built for Nordic conditions, season after season.",6,32,Merino Base Layer Top,M,Slate Grey,pcs,1,1,0.375,true,,2020-09-29
2813,BAL-BAS-0054,6402026028138,Baltic Nordic Merino Base Layer Top XXL Slate Grey,Reliable merino base layer top from Baltic's Nordic range. XXL / Slate Grey. A wholesale staple for outdoor retailers.,6,32,Merino Base Layer Top,XXL,Slate Grey,pcs,1,1,0.328,true,,2025-08-29
2814,BAL-BAS-0055,6402026028145,Baltic Vuori Merino Base Layer Bottom M Sunset Yellow,"Baltic Vuori: a merino base layer bottom that balances weight, durability and price. M / Sunset Yellow. Retail-ready packaging.",6,32,Merino Base Layer Bottom,M,Sunset Yellow,pcs,1,1,0.202,true,,2025-01-24
2815,BAL-BAS-0056,6402026028152,Baltic Vuori Merino Base Layer Bottom S Sunset Yellow,The Vuori merino base layer bottom by Baltic. S / Sunset Yellow. Popular with rental outfitters and clubs.,6,32,Merino Base Layer Bottom,S,Sunset Yellow,pcs,1,1,0.321,true,,2019-10-16
2816,ORE-CYC-0001,6402026028169,Øresund Kuru WP Handlebar Roll Midnight Blue,"Øresund Kuru WP Handlebar Roll for cycling & bikepacking. Midnight Blue. Built for Nordic conditions, season after season.",12,33,Handlebar Roll,Midnight Blue,Midnight Blue,pcs,12,12,0.594,true,,2022-02-16
2817,ORE-CYC-0002,6402026028176,Øresund Kuru WP Handlebar Roll Lichen,Reliable handlebar roll from Øresund's Kuru WP range. Lichen. A wholesale staple for outdoor retailers.,12,33,Handlebar Roll,Lichen,Lichen,pcs,1,1,0.714,true,,2022-02-17
2818,ORE-CYC-0003,6402026028183,Øresund Kuru WP Handlebar Roll Petrol,"Øresund Kuru WP: a handlebar roll that balances weight, durability and price. Petrol. Retail-ready packaging.",12,33,Handlebar Roll,Petrol,Petrol,pcs,1,1,0.536,true,,2022-01-13
2819,ORE-CYC-0004,6402026028190,Øresund Kuru WP Handlebar Roll Arctic White,The Kuru WP handlebar roll by Øresund. Arctic White. Popular with rental outfitters and clubs.,12,33,Handlebar Roll,Arctic White,Arctic White,pcs,1,1,0.173,true,,2024-06-01
2820,ORE-CYC-0005,6402026028206,Øresund Ruska Pro Saddle Bag 12L Burnt Orange,"Øresund Ruska Pro Saddle Bag for cycling & bikepacking. 12L / Burnt Orange. Built for Nordic conditions, season after season.",12,33,Saddle Bag,12L,Burnt Orange,pcs,1,1,0.204,true,,2021-01-11
2821,ORE-CYC-0006,6402026028213,Øresund Ruska Pro Saddle Bag 18L Burnt Orange,Reliable saddle bag from Øresund's Ruska Pro range. 18L / Burnt Orange. A wholesale staple for outdoor retailers.,12,33,Saddle Bag,18L,Burnt Orange,pcs,6,6,0.530,true,,2020-02-17
2822,ORE-CYC-0007,6402026028220,Øresund Ylläs Pro Bike Helmet L Arctic White,"Øresund Ylläs Pro: a bike helmet that balances weight, durability and price. L / Arctic White. Retail-ready packaging.",12,33,Bike Helmet,L,Arctic White,pcs,1,1,0.299,true,,2019-06-28
2823,ORE-CYC-0008,6402026028237,Øresund Ylläs Pro Bike Helmet XS Arctic White,The Ylläs Pro bike helmet by Øresund. XS / Arctic White. Popular with rental outfitters and clubs.,12,33,Bike Helmet,XS,Arctic White,pcs,1,1,0.347,true,,2023-09-09
2824,ORE-CYC-0009,6402026028244,Øresund Skare Pro Handlebar Roll Slate Grey,"Øresund Skare Pro Handlebar Roll for cycling & bikepacking. Slate Grey. Built for Nordic conditions, season after season.",12,33,Handlebar Roll,Slate Grey,Slate Grey,pcs,1,1,0.507,true,,2025-05-16
2825,ORE-CYC-0010,6402026028251,Øresund Bre XT Bike Light Set,Reliable bike light set from Øresund's Bre XT range. A wholesale staple for outdoor retailers.,12,33,Bike Light Set,,,pcs,1,1,0.044,true,,2019-10-13
2826,ORE-CYC-0011,6402026028268,Øresund Vuoma WP Pannier Pair 8L Sand,"Øresund Vuoma WP: a pannier pair that balances weight, durability and price. 8L / Sand. Retail-ready packaging.",12,33,Pannier Pair,8L,Sand,pcs,1,1,1.281,true,,2020-07-27
2827,ORE-CYC-0012,6402026028275,Øresund Vuoma WP Pannier Pair 22L Sand,The Vuoma WP pannier pair by Øresund. 22L / Sand. Popular with rental outfitters and clubs.,12,33,Pannier Pair,22L,Sand,pcs,6,6,0.958,true,,2024-07-25
2828,ORE-CYC-0013,6402026028282,Øresund Vuoma WP Pannier Pair 18L Sand,"Øresund Vuoma WP Pannier Pair for cycling & bikepacking. 18L / Sand. Built for Nordic conditions, season after season.",12,33,Pannier Pair,18L,Sand,pcs,12,12,0.244,true,,2022-07-06
2829,ORE-CYC-0014,6402026028299,Øresund Arctic Plus Bike Light Set,Reliable bike light set from Øresund's Arctic Plus range. A wholesale staple for outdoor retailers.,12,33,Bike Light Set,,,pcs,12,12,0.237,true,,2024-02-22
2830,ORE-CYC-0015,6402026028305,Øresund Summit Plus Handlebar Roll Graphite,"Øresund Summit Plus: a handlebar roll that balances weight, durability and price. Graphite. Retail-ready packaging.",12,33,Handlebar Roll,Graphite,Graphite,pcs,1,1,0.078,true,,2020-08-08
2831,ORE-CYC-0016,6402026028312,Øresund Pallas WP Pannier Pair 12L Sand,The Pallas WP pannier pair by Øresund. 12L / Sand. Popular with rental outfitters and clubs.,12,33,Pannier Pair,12L,Sand,pcs,1,1,0.694,true,,2022-10-12
2832,ORE-CYC-0017,6402026028329,Øresund Pallas WP Pannier Pair 22L Sand,"Øresund Pallas WP Pannier Pair for cycling & bikepacking. 22L / Sand. Built for Nordic conditions, season after season.",12,33,Pannier Pair,22L,Sand,pcs,12,12,1.072,true,,2020-10-14
2833,ORE-CYC-0018,6402026028336,Øresund Pallas WP Pannier Pair 8L Sand,Reliable pannier pair from Øresund's Pallas WP range. 8L / Sand. A wholesale staple for outdoor retailers.,12,33,Pannier Pair,8L,Sand,pcs,1,1,0.491,true,,2021-01-04
2834,ORE-CYC-0019,6402026028343,Øresund Elv Plus Pannier Pair 28L Black,"Øresund Elv Plus: a pannier pair that balances weight, durability and price. 28L / Black. Retail-ready packaging.",12,33,Pannier Pair,28L,Black,pcs,1,1,0.865,true,,2024-11-05
2835,ORE-CYC-0020,6402026028350,Øresund Elv Plus Pannier Pair 22L Black,The Elv Plus pannier pair by Øresund. 22L / Black. Popular with rental outfitters and clubs.,12,33,Pannier Pair,22L,Black,pcs,1,1,0.362,true,,2021-01-04
2836,ORE-CYC-0021,6402026028367,Øresund Loiste Plus Frame Bag 28L Slate Grey,"Øresund Loiste Plus Frame Bag for cycling & bikepacking. 28L / Slate Grey. Built for Nordic conditions, season after season.",12,33,Frame Bag,28L,Slate Grey,pcs,1,1,0.870,true,,2020-07-31
