id,product_id,warehouse_id,moved_at,movement_type,quantity,reference,balance_after
71543,2909,2,2026-08-19 09:31:25,SHIPMENT,-4,SH-2026-007774,0
71544,2940,2,2026-08-19 09:31:25,SHIPMENT,-36,SH-2026-007774,0
71545,1409,2,2026-08-19 09:32:09,RECEIPT,12,PO-2026-22570,12
71546,2450,1,2026-08-19 09:32:50,RECEIPT,12,PO-2026-30899,12
71547,477,1,2026-08-19 09:34:28,SHIPMENT,-6,SH-2026-007671,0
71548,1330,1,2026-08-19 09:34:28,SHIPMENT,-24,SH-2026-007671,24
71549,2179,1,2026-08-19 09:34:28,SHIPMENT,-6,SH-2026-007671,0
71550,2125,2,2026-08-19 09:52:11,RECEIPT,16,PO-2026-28386,16
71551,412,2,2026-08-19 09:54:36,SHIPMENT,-12,SH-2026-006794,24
71552,767,2,2026-08-19 09:54:36,SHIPMENT,-12,SH-2026-006794,0
71553,1592,2,2026-08-19 09:54:36,SHIPMENT,-12,SH-2026-006794,0
71554,1721,2,2026-08-19 09:54:36,SHIPMENT,-12,SH-2026-006794,0
71555,2634,2,2026-08-19 09:54:36,SHIPMENT,-6,SH-2026-006794,0
71556,174,2,2026-08-19 09:55:13,SHIPMENT,-8,SH-2026-007682,0
71557,1332,2,2026-08-19 09:55:13,SHIPMENT,-30,SH-2026-007682,0
71558,2766,2,2026-08-19 09:55:13,SHIPMENT,-3,SH-2026-007682,10
71559,1620,1,2026-08-19 09:58:33,RECEIPT,4,PO-2026-24202,4
71560,1604,3,2026-08-19 10:00:00,RECEIPT,160,PO-2026-24097,160
71561,1988,3,2026-08-19 10:00:00,RECEIPT,9,PO-2026-27304,9
71562,1998,3,2026-08-19 10:00:00,RECEIPT,9,PO-2026-27372,9
71563,538,1,2026-08-19 10:23:57,SHIPMENT,-5,SH-2026-007141,4
71564,1730,1,2026-08-19 10:23:57,SHIPMENT,-6,SH-2026-007141,1
71565,1905,1,2026-08-19 10:23:57,SHIPMENT,-12,SH-2026-007141,0
71566,2500,1,2026-08-19 10:23:57,SHIPMENT,-2,SH-2026-007141,0
71567,2946,1,2026-08-19 10:23:57,SHIPMENT,-6,SH-2026-007141,28
71568,2999,1,2026-08-19 10:23:57,SHIPMENT,-30,SH-2026-007141,0
71569,2709,1,2026-08-19 10:24:28,RECEIPT,12,PO-2026-33242,12
71570,2242,2,2026-08-19 10:49:58,RECEIPT,30,PO-2026-29281,30
71571,671,1,2026-08-19 10:54:43,SHIPMENT,-24,SH-2026-006879,18
71572,2272,1,2026-08-19 10:54:43,SHIPMENT,-24,SH-2026-006879,60
71573,3022,1,2026-08-19 10:54:43,SHIPMENT,-2,SH-2026-006879,0
71574,3103,2,2026-08-19 10:57:12,RECEIPT,30,PO-2026-36677,30
71575,54,3,2026-08-19 11:00:00,RECEIPT,153,PO-2026-10435,153
71576,404,1,2026-08-19 11:00:00,RECEIPT,24,PO-2026-13525,24
71577,827,3,2026-08-19 11:00:00,RECEIPT,107,PO-2026-17510,107
71578,358,2,2026-08-19 11:00:24,SHIPMENT,-60,SH-2026-007163,0
71579,459,2,2026-08-19 11:00:24,SHIPMENT,-2,SH-2026-007163,22
71580,1230,2,2026-08-19 11:00:24,SHIPMENT,-12,SH-2026-007163,24
71581,2401,2,2026-08-19 11:00:24,SHIPMENT,-12,SH-2026-007163,84
71582,2455,2,2026-08-19 11:02:02,SHIPMENT,-12,SH-2026-007579,0
71583,832,2,2026-08-19 11:04:05,SHIPMENT,-20,SH-2026-006067,1
71584,26,1,2026-08-19 11:07:31,SHIPMENT,-1,SH-2026-006790,0
71585,469,1,2026-08-19 11:07:31,SHIPMENT,-48,SH-2026-006790,0
71586,601,1,2026-08-19 11:07:31,SHIPMENT,-48,SH-2026-006790,0
71587,1319,1,2026-08-19 11:07:31,SHIPMENT,-2,SH-2026-006790,10
71588,1472,1,2026-08-19 11:07:31,SHIPMENT,-12,SH-2026-006790,0
71589,1814,1,2026-08-19 11:07:31,SHIPMENT,-12,SH-2026-006790,0
71590,2140,1,2026-08-19 11:07:31,SHIPMENT,-36,SH-2026-006790,0
71591,2809,1,2026-08-19 11:07:31,SHIPMENT,-12,SH-2026-006790,0
71592,2956,1,2026-08-19 11:07:31,SHIPMENT,-30,SH-2026-006790,0
71593,3004,1,2026-08-19 11:07:31,SHIPMENT,-10,SH-2026-006790,3
71594,1975,2,2026-08-19 11:10:04,RECEIPT,34,PO-2026-27195,34
71595,66,2,2026-08-19 11:12:47,SHIPMENT,-12,SH-2026-007434,12
71596,992,2,2026-08-19 11:12:47,SHIPMENT,-3,SH-2026-007434,0
71597,1221,2,2026-08-19 11:12:47,SHIPMENT,-12,SH-2026-007434,0
71598,1817,2,2026-08-19 11:12:47,SHIPMENT,-5,SH-2026-007434,0
71599,2559,2,2026-08-19 11:12:47,SHIPMENT,-12,SH-2026-007434,0
71600,2607,2,2026-08-19 11:12:47,SHIPMENT,-20,SH-2026-007434,0
71601,2607,2,2026-08-19 11:13:47,RECEIPT,21,PO-2026-32242,21
71602,148,2,2026-08-19 11:21:35,RECEIPT,36,PO-2026-11181,36
71603,2874,2,2026-08-19 11:22:16,RECEIPT,90,PO-2026-34476,90
71604,494,1,2026-08-19 11:24:52,RECEIPT,7,PO-2026-14460,7
71605,1312,2,2026-08-19 11:25:36,RECEIPT,30,PO-2026-21679,30
71606,17,2,2026-08-19 11:37:37,SHIPMENT,-2,SH-2026-006774,11
71607,240,2,2026-08-19 11:37:37,SHIPMENT,-48,SH-2026-006774,0
71608,455,2,2026-08-19 11:37:37,SHIPMENT,-4,SH-2026-006774,0
71609,916,2,2026-08-19 11:37:37,SHIPMENT,-12,SH-2026-006774,0
71610,975,2,2026-08-19 11:37:37,SHIPMENT,-2,SH-2026-006774,0
71611,1485,2,2026-08-19 11:37:37,SHIPMENT,-30,SH-2026-006774,36
71612,734,2,2026-08-19 11:37:43,RECEIPT,24,PO-2026-16620,24
71613,1084,2,2026-08-19 11:47:58,SHIPMENT,-2,SH-2026-007675,5
71614,2187,2,2026-08-19 11:47:58,SHIPMENT,-18,SH-2026-007675,0
71615,2268,2,2026-08-19 11:47:58,SHIPMENT,-8,SH-2026-007675,0
71616,2445,2,2026-08-19 11:47:58,SHIPMENT,-6,SH-2026-007675,0
71617,1790,3,2026-08-19 11:55:01,SHIPMENT,-30,SH-2026-006169,0
71618,2432,1,2026-08-19 11:57:50,RECEIPT,12,PO-2026-30740,12
71619,36,3,2026-08-19 12:00:00,RECEIPT,6,PO-2026-10260,6
71620,1165,1,2026-08-19 12:00:00,RECEIPT,94,PO-2026-20189,94
71621,1723,3,2026-08-19 12:00:00,RECEIPT,26,PO-2026-24957,26
71622,2068,3,2026-08-19 12:00:00,RECEIPT,25,PO-2026-27920,25
71623,305,2,2026-08-19 12:00:15,SHIPMENT,-30,SH-2026-006353,0
71624,1025,2,2026-08-19 12:09:31,RECEIPT,9,PO-2026-19042,9
71625,1760,1,2026-08-19 12:09:43,SHIPMENT,-6,SH-2026-006999,0
71626,2048,1,2026-08-19 12:09:43,SHIPMENT,-1,SH-2026-006999,0
71627,2277,1,2026-08-19 12:09:43,SHIPMENT,-96,SH-2026-006999,0
71628,2968,1,2026-08-19 12:09:43,SHIPMENT,-4,SH-2026-006999,0
71629,3133,1,2026-08-19 12:09:43,SHIPMENT,-4,SH-2026-006999,0
71630,241,1,2026-08-19 12:11:50,RECEIPT,18,PO-2026-12074,18
71631,543,2,2026-08-19 12:26:34,SHIPMENT,-4,SH-2026-006763,0
71632,631,2,2026-08-19 12:26:34,SHIPMENT,-12,SH-2026-006763,5
71633,2486,2,2026-08-19 12:26:34,SHIPMENT,-36,SH-2026-006763,0
71634,2260,2,2026-08-19 12:43:05,RECEIPT,14,PO-2026-29490,14
71635,1283,3,2026-08-19 12:44:36,SHIPMENT,-12,SH-2026-007403,6
71636,2582,3,2026-08-19 12:44:36,SHIPMENT,-10,SH-2026-007403,0
71637,364,2,2026-08-19 12:56:00,SHIPMENT,-48,SH-2026-007506,0
71638,391,2,2026-08-19 12:56:00,SHIPMENT,-6,SH-2026-007506,0
71639,481,2,2026-08-19 12:56:00,SHIPMENT,-2,SH-2026-007506,14
71640,904,2,2026-08-19 12:56:00,SHIPMENT,-12,SH-2026-007506,0
71641,1066,2,2026-08-19 12:56:00,SHIPMENT,-12,SH-2026-007506,0
71642,1090,2,2026-08-19 12:56:00,SHIPMENT,-36,SH-2026-007506,0
71643,1503,2,2026-08-19 12:56:00,SHIPMENT,-60,SH-2026-007506,72
71644,2244,2,2026-08-19 12:56:00,SHIPMENT,-12,SH-2026-007506,24
71645,2371,2,2026-08-19 12:56:00,SHIPMENT,-6,SH-2026-007506,6
71646,2645,2,2026-08-19 12:56:00,SHIPMENT,-10,SH-2026-007506,6
71647,2954,2,2026-08-19 12:56:00,SHIPMENT,-10,SH-2026-007506,19
71648,3125,2,2026-08-19 12:56:00,SHIPMENT,-20,SH-2026-007506,0
71649,431,2,2026-08-19 13:00:00,SHIPMENT,-48,SH-2026-007616,66
71650,2705,3,2026-08-19 13:00:00,RECEIPT,59,PO-2026-33220,59
71651,2954,2,2026-08-19 13:00:00,SHIPMENT,-10,SH-2026-007616,9
71652,1366,1,2026-08-19 13:03:47,RECEIPT,8,PO-2026-22151,8
71653,205,2,2026-08-19 13:03:51,SHIPMENT,-24,SH-2026-006957,24
71654,274,2,2026-08-19 13:03:51,SHIPMENT,-60,SH-2026-006957,168
71655,1343,2,2026-08-19 13:03:51,SHIPMENT,-20,SH-2026-006957,0
71656,1626,2,2026-08-19 13:03:51,SHIPMENT,-3,SH-2026-006957,33
71657,1733,2,2026-08-19 13:03:51,SHIPMENT,-4,SH-2026-006957,8
71658,1814,2,2026-08-19 13:03:51,SHIPMENT,-6,SH-2026-006957,0
71659,2800,2,2026-08-19 13:03:51,SHIPMENT,-48,SH-2026-006957,0
71660,2888,2,2026-08-19 13:03:51,SHIPMENT,-2,SH-2026-006957,10
71661,2958,2,2026-08-19 13:03:51,SHIPMENT,-30,SH-2026-006957,12
71662,3060,2,2026-08-19 13:03:51,SHIPMENT,-4,SH-2026-006957,0
71663,1814,2,2026-08-19 13:04:51,RECEIPT,6,PO-2026-25850,6
71664,1756,2,2026-08-19 13:05:33,SHIPMENT,-30,SH-2026-007045,0
71665,2069,2,2026-08-19 13:05:33,SHIPMENT,-24,SH-2026-007045,0
71666,2850,2,2026-08-19 13:05:33,SHIPMENT,-2,SH-2026-007045,0
71667,613,2,2026-08-19 13:09:50,SHIPMENT,-3,SH-2026-006659,0
71668,1846,2,2026-08-19 13:09:56,RECEIPT,28,PO-2026-26094,28
71669,790,1,2026-08-19 13:13:20,SHIPMENT,-6,SH-2026-006923,0
71670,1100,1,2026-08-19 13:13:20,SHIPMENT,-5,SH-2026-006923,0
71671,1529,1,2026-08-19 13:13:20,SHIPMENT,-5,SH-2026-006923,10
71672,2645,1,2026-08-19 13:13:20,SHIPMENT,-8,SH-2026-006923,7
71673,3156,1,2026-08-19 13:13:20,SHIPMENT,-24,SH-2026-006923,0
71674,3088,1,2026-08-19 13:22:13,RECEIPT,60,PO-2026-36543,60
71675,1409,2,2026-08-19 13:23:29,SHIPMENT,-12,SH-2026-006633,0
71676,2182,2,2026-08-19 13:23:29,SHIPMENT,-3,SH-2026-006633,2
71677,2955,2,2026-08-19 13:23:29,SHIPMENT,-12,SH-2026-006633,0
71678,2500,1,2026-08-19 13:24:28,RECEIPT,9,PO-2026-31314,9
71679,500,2,2026-08-19 13:27:04,SHIPMENT,-10,SH-2026-007717,0
71680,580,2,2026-08-19 13:27:04,SHIPMENT,-1,SH-2026-007717,3
71681,901,2,2026-08-19 13:27:04,SHIPMENT,-30,SH-2026-007717,0
71682,1055,2,2026-08-19 13:27:04,SHIPMENT,-6,SH-2026-007717,0
71683,1288,2,2026-08-19 13:27:04,SHIPMENT,-2,SH-2026-007717,10
71684,1599,2,2026-08-19 13:27:04,SHIPMENT,-10,SH-2026-007717,0
71685,1812,2,2026-08-19 13:27:04,SHIPMENT,-6,SH-2026-007717,0
71686,3146,2,2026-08-19 13:27:04,SHIPMENT,-24,SH-2026-007717,0
71687,1599,2,2026-08-19 13:28:04,RECEIPT,27,PO-2026-24064,27
71688,644,2,2026-08-19 13:34:55,SHIPMENT,-4,SH-2026-007234,0
71689,701,2,2026-08-19 13:34:55,SHIPMENT,-10,SH-2026-007234,8
71690,907,2,2026-08-19 13:34:55,SHIPMENT,-48,SH-2026-007234,0
71691,1307,2,2026-08-19 13:34:55,SHIPMENT,-2,SH-2026-007234,0
71692,2204,2,2026-08-19 13:34:55,SHIPMENT,-12,SH-2026-007234,0
71693,2561,2,2026-08-19 13:41:04,SHIPMENT,-10,SH-2026-007181,0
71694,2651,2,2026-08-19 13:41:04,SHIPMENT,-12,SH-2026-007181,7
71695,2596,2,2026-08-19 13:49:24,SHIPMENT,-48,SH-2026-007637,132
71696,256,2,2026-08-19 13:56:41,SHIPMENT,-24,SH-2026-007674,18
71697,3201,3,2026-08-19 14:00:00,RECEIPT,176,PO-2026-37493,176
71698,2174,2,2026-08-19 14:00:03,SHIPMENT,-3,SH-2026-006965,2
71699,182,2,2026-08-19 14:03:30,SHIPMENT,-6,SH-2026-007088,0
71700,195,2,2026-08-19 14:03:30,SHIPMENT,-12,SH-2026-007088,84
71701,221,2,2026-08-19 14:03:30,SHIPMENT,-12,SH-2026-007088,24
71702,428,2,2026-08-19 14:03:30,SHIPMENT,-48,SH-2026-007088,24
71703,506,2,2026-08-19 14:03:30,SHIPMENT,-3,SH-2026-007088,0
71704,684,2,2026-08-19 14:03:30,SHIPMENT,-1,SH-2026-007088,0
71705,805,2,2026-08-19 14:03:30,SHIPMENT,-5,SH-2026-007088,4
71706,1192,2,2026-08-19 14:03:30,SHIPMENT,-24,SH-2026-007088,0
71707,2504,2,2026-08-19 14:03:30,SHIPMENT,-60,SH-2026-007088,0
71708,2540,2,2026-08-19 14:03:30,SHIPMENT,-12,SH-2026-007088,4
71709,2645,2,2026-08-19 14:03:30,SHIPMENT,-6,SH-2026-007088,0
71710,1192,2,2026-08-19 14:04:30,RECEIPT,54,PO-2026-20434,54
71711,2645,2,2026-08-19 14:04:30,RECEIPT,25,PO-2026-32706,25
71712,485,3,2026-08-19 14:06:04,SHIPMENT,-96,SH-2026-006706,0
71713,788,3,2026-08-19 14:06:04,SHIPMENT,-10,SH-2026-006706,0
71714,1089,3,2026-08-19 14:06:04,SHIPMENT,-2,SH-2026-006706,0
71715,1175,3,2026-08-19 14:06:04,SHIPMENT,-3,SH-2026-006706,0
71716,1326,3,2026-08-19 14:06:04,SHIPMENT,-5,SH-2026-006706,0
71717,2079,3,2026-08-19 14:06:04,SHIPMENT,-36,SH-2026-006706,0
71718,3070,3,2026-08-19 14:06:04,SHIPMENT,-24,SH-2026-006706,0
71719,422,1,2026-08-19 14:14:55,SHIPMENT,-6,SH-2026-007653,0
71720,1591,1,2026-08-19 14:14:55,SHIPMENT,-12,SH-2026-007653,60
71721,2291,1,2026-08-19 14:14:55,SHIPMENT,-6,SH-2026-007653,0
71722,2946,1,2026-08-19 14:14:55,SHIPMENT,-8,SH-2026-007653,20
71723,5,1,2026-08-19 14:17:38,SHIPMENT,-10,SH-2026-007691,0
71724,148,1,2026-08-19 14:17:38,SHIPMENT,-12,SH-2026-007691,30
71725,1093,1,2026-08-19 14:17:38,SHIPMENT,-20,SH-2026-007691,0
71726,1238,1,2026-08-19 14:17:38,SHIPMENT,-6,SH-2026-007691,0
71727,1626,1,2026-08-19 14:17:38,SHIPMENT,-6,SH-2026-007691,14
71728,823,1,2026-08-19 14:18:59,SHIPMENT,-24,SH-2026-007495,0
71729,1037,1,2026-08-19 14:18:59,SHIPMENT,-12,SH-2026-007495,0
71730,1336,1,2026-08-19 14:18:59,SHIPMENT,-12,SH-2026-007495,0
71731,1917,1,2026-08-19 14:18:59,SHIPMENT,-2,SH-2026-007495,0
71732,2166,1,2026-08-19 14:18:59,SHIPMENT,-12,SH-2026-007495,0
71733,210,2,2026-08-19 14:28:40,SHIPMENT,-48,SH-2026-007067,0
71734,1153,2,2026-08-19 14:28:40,SHIPMENT,-4,SH-2026-007067,0
71735,1199,2,2026-08-19 14:28:40,SHIPMENT,-6,SH-2026-007067,72
71736,2669,2,2026-08-19 14:28:40,SHIPMENT,-30,SH-2026-007067,0
71737,3129,2,2026-08-19 14:28:40,SHIPMENT,-2,SH-2026-007067,0
71738,2669,2,2026-08-19 14:29:40,RECEIPT,48,PO-2026-32935,48
71739,1182,2,2026-08-19 14:33:48,SHIPMENT,-18,SH-2026-007335,0
71740,1290,2,2026-08-19 14:33:48,SHIPMENT,-48,SH-2026-007335,0
71741,1903,2,2026-08-19 14:33:48,SHIPMENT,-12,SH-2026-007335,0
71742,2579,2,2026-08-19 14:33:48,SHIPMENT,-8,SH-2026-007335,0
71743,2626,2,2026-08-19 14:33:48,SHIPMENT,-5,SH-2026-007335,6
71744,167,1,2026-08-19 14:39:26,SHIPMENT,-10,SH-2026-006902,3
71745,481,1,2026-08-19 14:39:26,SHIPMENT,-20,SH-2026-006902,0
71746,510,1,2026-08-19 14:39:26,SHIPMENT,-18,SH-2026-006902,0
71747,659,1,2026-08-19 14:39:26,SHIPMENT,-6,SH-2026-006902,0
71748,1121,1,2026-08-19 14:39:26,SHIPMENT,-6,SH-2026-006902,0
71749,1342,1,2026-08-19 14:39:26,SHIPMENT,-24,SH-2026-006902,0
71750,1647,1,2026-08-19 14:39:26,SHIPMENT,-2,SH-2026-006902,6
71751,1763,1,2026-08-19 14:39:26,SHIPMENT,-6,SH-2026-006902,30
71752,2668,1,2026-08-19 14:39:26,SHIPMENT,-30,SH-2026-006902,0
71753,2865,1,2026-08-19 14:39:26,SHIPMENT,-1,SH-2026-006902,0
71754,2946,1,2026-08-19 14:39:26,SHIPMENT,-20,SH-2026-006902,0
71755,2946,1,2026-08-19 14:40:26,RECEIPT,26,PO-2026-35292,26
71756,509,3,2026-08-19 14:41:03,SHIPMENT,-12,SH-2026-007288,0
71757,1755,3,2026-08-19 14:41:03,SHIPMENT,-1,SH-2026-007288,0
71758,689,1,2026-08-19 14:44:30,SHIPMENT,-8,SH-2026-007100,8
71759,1820,1,2026-08-19 14:46:47,RECEIPT,17,PO-2026-25889,17
71760,1228,1,2026-08-19 14:53:54,SHIPMENT,-18,SH-2026-007095,0
71761,1636,1,2026-08-19 14:53:54,SHIPMENT,-4,SH-2026-007095,20
71762,97,1,2026-08-19 15:00:00,RECEIPT,7,PO-2026-10770,7
71763,156,1,2026-08-19 15:00:00,RECEIPT,131,PO-2026-11223,131
71764,1645,2,2026-08-19 15:00:00,RECEIPT,37,PO-2026-24490,37
71765,2459,2,2026-08-19 15:00:00,RECEIPT,28,PO-2026-30973,28
71766,2562,3,2026-08-19 15:00:00,RECEIPT,44,PO-2026-31819,44
71767,2637,3,2026-08-19 15:00:00,RECEIPT,10,PO-2026-32566,10
71768,2188,2,2026-08-19 15:01:19,SHIPMENT,-4,SH-2026-007207,0
71769,1023,1,2026-08-19 15:05:18,SHIPMENT,-12,SH-2026-007565,0
71770,3082,1,2026-08-19 15:05:18,SHIPMENT,-2,SH-2026-007565,0
71771,1347,1,2026-08-19 15:13:45,RECEIPT,12,PO-2026-22021,12
71772,2701,1,2026-08-19 15:15:12,RECEIPT,37,PO-2026-33188,37
71773,1752,1,2026-08-19 15:18:02,RECEIPT,100,PO-2026-25291,100
71774,785,2,2026-08-19 15:19:39,SHIPMENT,-12,SH-2026-007216,60
71775,1591,2,2026-08-19 15:19:39,SHIPMENT,-6,SH-2026-007216,30
71776,2875,2,2026-08-19 15:19:39,SHIPMENT,-30,SH-2026-007216,0
71777,2607,2,2026-08-19 15:20:38,SHIPMENT,-1,SH-2026-007572,20
71778,2880,2,2026-08-19 15:20:38,SHIPMENT,-12,SH-2026-007572,0
71779,410,2,2026-08-19 15:21:06,SHIPMENT,-24,SH-2026-007646,24
71780,776,2,2026-08-19 15:21:06,SHIPMENT,-20,SH-2026-007646,0
71781,107,2,2026-08-19 15:26:04,SHIPMENT,-24,SH-2026-007015,0
71782,233,2,2026-08-19 15:26:04,SHIPMENT,-10,SH-2026-007015,6
71783,462,2,2026-08-19 15:26:04,SHIPMENT,-1,SH-2026-007015,2
71784,683,2,2026-08-19 15:26:04,SHIPMENT,-10,SH-2026-007015,0
71785,1654,2,2026-08-19 15:26:04,SHIPMENT,-1,SH-2026-007015,0
71786,866,2,2026-08-19 15:39:09,RECEIPT,29,PO-2026-17811,29
71787,187,2,2026-08-19 15:39:31,SHIPMENT,-96,SH-2026-006634,0
71788,1304,2,2026-08-19 15:39:31,SHIPMENT,-2,SH-2026-006634,0
71789,2715,2,2026-08-19 15:39:31,SHIPMENT,-2,SH-2026-006634,3
71790,233,2,2026-08-19 15:39:55,SHIPMENT,-6,SH-2026-006699,0
71791,595,2,2026-08-19 15:39:55,SHIPMENT,-18,SH-2026-006699,30
71792,1108,2,2026-08-19 15:39:55,SHIPMENT,-96,SH-2026-006699,36
71793,2272,2,2026-08-19 15:39:55,SHIPMENT,-60,SH-2026-006699,204
71794,2500,2,2026-08-19 15:39:55,SHIPMENT,-1,SH-2026-006699,14
71795,1304,2,2026-08-19 15:40:31,RECEIPT,5,PO-2026-21596,5
71796,124,2,2026-08-19 15:41:25,SHIPMENT,-2,SH-2026-006705,2
71797,462,2,2026-08-19 15:41:25,SHIPMENT,-2,SH-2026-006705,0
71798,1089,2,2026-08-19 15:41:25,SHIPMENT,-5,SH-2026-006705,0
71799,1192,2,2026-08-19 15:41:25,SHIPMENT,-6,SH-2026-006705,48
71800,2669,2,2026-08-19 15:41:25,SHIPMENT,-24,SH-2026-006705,24
71801,1708,1,2026-08-19 15:41:31,RECEIPT,65,PO-2026-24851,65
71802,462,2,2026-08-19 15:42:25,RECEIPT,9,PO-2026-14073,9
71803,1968,3,2026-08-19 15:42:26,RECEIPT,173,PO-2026-27128,173
71804,894,2,2026-08-19 15:46:01,RECEIPT,102,PO-2026-18012,102
71805,1211,1,2026-08-19 15:46:47,RECEIPT,47,PO-2026-20684,47
71806,3167,2,2026-08-19 15:48:41,RECEIPT,134,PO-2026-37223,134
71807,3147,3,2026-08-19 16:00:00,RECEIPT,17,PO-2026-37077,17
71808,1835,3,2026-08-19 16:04:29,SHIPMENT,-2,SH-2026-006766,1
71809,1834,1,2026-08-19 16:09:27,SHIPMENT,-12,SH-2026-006656,18
71810,1065,2,2026-08-19 16:13:53,RECEIPT,38,PO-2026-19281,44
71811,263,2,2026-08-19 16:26:32,SHIPMENT,-4,SH-2026-006076,34
71812,2912,2,2026-08-19 16:27:54,RECEIPT,30,PO-2026-34972,30
71813,937,1,2026-08-19 16:28:05,RECEIPT,6,PO-2026-18398,6
71814,1856,2,2026-08-19 16:32:36,SHIPMENT,-10,SH-2026-007142,0
71815,1986,2,2026-08-19 16:32:36,SHIPMENT,-12,SH-2026-007142,0
71816,1210,1,2026-08-19 16:33:39,RECEIPT,96,PO-2026-20679,96
71817,773,2,2026-08-19 16:38:27,RECEIPT,42,PO-2026-16990,42
71818,2402,3,2026-08-19 16:57:54,SHIPMENT,-48,SH-2026-006023,0
71819,2511,3,2026-08-19 16:57:54,SHIPMENT,-2,SH-2026-006023,0
71820,3003,3,2026-08-19 16:57:54,SHIPMENT,-4,SH-2026-006023,0
71821,731,2,2026-08-19 16:57:56,SHIPMENT,-6,SH-2026-007023,0
71822,1876,2,2026-08-19 16:57:56,SHIPMENT,-4,SH-2026-007023,6
71823,649,2,2026-08-19 17:09:04,SHIPMENT,-6,SH-2026-006953,0
71824,665,2,2026-08-19 17:09:04,SHIPMENT,-24,SH-2026-006953,252
71825,2012,2,2026-08-19 17:09:04,SHIPMENT,-12,SH-2026-006953,0
71826,2185,2,2026-08-19 17:09:04,SHIPMENT,-18,SH-2026-006953,6
71827,2766,2,2026-08-19 17:09:04,SHIPMENT,-10,SH-2026-006953,0
71828,3134,2,2026-08-19 17:09:04,SHIPMENT,-1,SH-2026-006953,10
71829,2766,2,2026-08-19 17:10:04,RECEIPT,12,PO-2026-33727,12
71830,3112,2,2026-08-19 17:11:25,RECEIPT,128,PO-2026-36720,128
71831,2963,1,2026-08-19 17:12:43,RECEIPT,19,PO-2026-35494,19
71832,2704,2,2026-08-19 17:19:21,RECEIPT,69,PO-2026-33213,69
71833,13,2,2026-08-19 17:21:09,SHIPMENT,-48,SH-2026-007073,0
71834,825,2,2026-08-19 17:21:09,SHIPMENT,-24,SH-2026-007073,0
71835,1313,2,2026-08-19 17:21:09,SHIPMENT,-3,SH-2026-007073,0
71836,2454,2,2026-08-19 17:21:09,SHIPMENT,-12,SH-2026-007073,0
71837,883,2,2026-08-19 17:23:55,RECEIPT,84,PO-2026-17930,84
71838,774,1,2026-08-19 17:32:18,RECEIPT,255,PO-2026-16995,255
71839,1193,2,2026-08-19 17:49:49,SHIPMENT,-4,SH-2026-006933,0
71840,1304,2,2026-08-19 17:49:49,SHIPMENT,-3,SH-2026-006933,2
71841,1669,2,2026-08-19 17:49:49,SHIPMENT,-12,SH-2026-006933,16
71842,1976,2,2026-08-19 17:49:49,SHIPMENT,-3,SH-2026-006933,0
71843,2251,2,2026-08-19 17:49:49,SHIPMENT,-20,SH-2026-006933,20
71844,2884,2,2026-08-19 17:49:49,SHIPMENT,-20,SH-2026-006933,32
71845,638,2,2026-08-19 18:09:31,RECEIPT,92,PO-2026-15780,92
71846,633,3,2026-08-19 18:14:16,SHIPMENT,-60,SH-2026-007353,0
71847,1513,3,2026-08-19 18:14:16,SHIPMENT,-24,SH-2026-007353,0
71848,2640,3,2026-08-19 18:14:16,SHIPMENT,-2,SH-2026-007353,0
71849,459,2,2026-08-19 18:18:20,SHIPMENT,-12,SH-2026-007034,10
71850,3119,2,2026-08-19 18:18:20,SHIPMENT,-2,SH-2026-007034,1
71851,1283,3,2026-08-19 18:22:50,SHIPMENT,-6,SH-2026-007613,0
71852,2194,3,2026-08-19 18:22:50,SHIPMENT,-1,SH-2026-007613,0
71853,1334,1,2026-08-19 18:46:23,SHIPMENT,-1,SH-2026-006901,0
71854,2513,2,2026-08-19 18:48:41,RECEIPT,32,PO-2026-31437,32
71855,238,1,2026-08-19 18:49:29,SHIPMENT,-6,SH-2026-006874,0
71856,874,1,2026-08-19 18:49:29,SHIPMENT,-5,SH-2026-006874,0
71857,1370,1,2026-08-19 18:49:29,SHIPMENT,-8,SH-2026-006874,0
71858,2946,1,2026-08-19 18:49:29,SHIPMENT,-4,SH-2026-006874,22
71859,602,2,2026-08-19 18:53:02,SHIPMENT,-5,SH-2026-007091,25
71860,510,2,2026-08-19 18:57:37,SHIPMENT,-30,SH-2026-007443,120
71861,1951,2,2026-08-19 18:57:37,SHIPMENT,-8,SH-2026-007443,0
71862,2766,2,2026-08-19 18:57:37,SHIPMENT,-6,SH-2026-007443,6
71863,476,1,2026-08-19 18:58:58,SHIPMENT,-96,SH-2026-007310,0
71864,1171,2,2026-08-19 19:18:13,RECEIPT,116,PO-2026-20241,116
71865,3177,2,2026-08-19 19:18:45,RECEIPT,17,PO-2026-37309,17
71866,309,1,2026-08-19 19:32:57,RECEIPT,63,PO-2026-12790,63
71867,3164,2,2026-08-19 20:29:11,RECEIPT,18,PO-2026-37206,18
71868,2852,2,2026-08-19 20:42:56,RECEIPT,38,PO-2026-34328,38
71869,790,2,2026-08-19 20:44:43,RECEIPT,96,PO-2026-17159,96
71870,2785,1,2026-08-19 21:22:54,RECEIPT,101,PO-2026-33871,101
71871,385,2,2026-08-19 21:39:04,RECEIPT,17,PO-2026-13378,17
71872,857,2,2026-08-19 22:14:21,RECEIPT,41,PO-2026-17752,41
71873,821,2,2026-08-19 22:18:13,RECEIPT,25,PO-2026-17456,25
